ID,Metal,BDE,M-H,VMH,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
AGEHEZ.Pt.xyz,Pt,71.27,1.591514,2021.4,3,1,0,0,0,0,0,0,1,0,0,0,0,10
AGIDIE.Ir.xyz,Ir,76.75,1.594555,2116,6,2,0,0,1,0,0,0,1,0,0,0,7,9
AGIDOK.Ir.xyz,Ir,75.56,1.623231,2011.6,6,1,0,1,1,0,0,0,1,0,0,0,7,9
AGIJUV.Ta.xyz,Ta,59.08,1.765069,1784,9,1,0,1,1,0,0,1,0,0,1,-1,0,5
AGIKAC.Ta.xyz,Ta,64.09,1.773875,1777,8,1,0,1,1,0,0,1,0,0,0,0,0,5
AGIKEG.Ta.xyz,Ta,69.21,1.775617,1770.9,9,1,0,1,1,0,0,0,0,0,0,0,0,5
AGIKIK.Ta.xyz,Ta,69.98,1.788645,1745.9,9,2,0,1,1,0,0,0,0,0,0,0,0,5
AGOFAE.Pt.xyz,Pt,67.72,1.589831,2100.2,4,1,0,0,0,0,0,1,1,0,0,0,15,10
AGOZEC.Ru.xyz,Ru,56.82,1.593711,1984.2,6,1,0,1,1,0,0,0,1,0,0,0,15,8
AGOZEC01.Ru.xyz,Ru,56.82,1.593641,1984.5,6,1,0,1,1,0,0,0,1,0,0,0,15,8
AGULOG.Ir.xyz,Ir,70.43,1.619687,1998,5,1,0,1,0,0,0,0,0,0,0,0,0,9
AHARUX.Rh.xyz,Rh,54.76,1.504855,2225.6,5,1,0,1,0,1,0,0,1,0,0,1,0,9
AHASAE.Rh.xyz,Rh,58.85,1.503858,2227.4,5,1,0,1,0,1,0,0,1,0,0,1,0,9
AHASEI.Rh.xyz,Rh,56.09,1.55041,2177.8,6,1,0,1,0,0,0,0,1,0,0,1,6,9
AHEVIV.Re.xyz,Re,55.79,1.669044,1945,9,1,0,1,0,0,0,0,1,0,1,0,0,7
AHEVUH.Re.xyz,Re,55.96,1.649732,2061.3,9,1,0,1,0,0,0,0,1,0,1,0,0,7
AHEWAO.Re.xyz,Re,62.01,1.638574,2121.7,9,1,0,1,0,0,0,0,1,0,1,0,0,7
AHIGII.Ni.xyz,Ni,44.51,1.456132,1918.1,5,1,0,0,0,0,0,0,1,1,0,0,16,10
AHOBEH.Ir.xyz,Ir,64.44,1.531031,2417.9,7,2,0,1,0,0,0,0,0,0,1,0,0,9
AHUKEV.Fe.xyz,Fe,58.41,1.523943,1772.4,8,1,0,1,0,0,0,0,1,0,0,0,0,8
AHUKIZ.Fe.xyz,Fe,52.11,1.500558,1899.4,8,1,0,1,0,0,0,0,1,0,0,0,0,8
AHUKOF.Ir.xyz,Ir,66.22,1.562898,2255.6,8,2,0,1,0,0,0,0,0,0,0,0,0,9
AJAWOA.W.xyz,W,74.3,1.742163,1845.6,5,1,0,0,1,0,0,0,0,0,0,0,0,6
AJEZUK.Ir.xyz,Ir,74.67,1.588444,2140.3,6,1,0,1,0,0,0,0,1,0,1,0,17,9
AJIBAW.Ir.xyz,Ir,65.17,1.605894,2057.1,6,1,0,1,0,0,0,1,1,0,0,0,50,9
AJIBEA.Ir.xyz,Ir,69.49,1.539287,2332.7,5,1,0,1,0,0,0,0,1,0,0,1,0,9
AJIBIE.Ir.xyz,Ir,75.11,1.582716,2188,6,1,0,1,1,0,0,0,1,0,0,1,7,9
AJIBOK.Ir.xyz,Ir,67.18,1.603968,2093.3,6,1,0,1,0,0,0,0,1,0,0,1,15,9
AJUGIX.Fe.xyz,Fe,57.91,1.498797,1987.4,9,1,0,1,0,0,0,1,0,0,0,0,0,8
AJUGOD.Fe.xyz,Fe,56.65,1.502674,1965.9,9,1,0,1,0,0,0,1,0,0,0,0,0,8
AJUHAQ.Fe.xyz,Fe,55.4,1.509509,1934.7,9,1,0,1,0,0,0,1,0,0,0,0,0,8
AJUTIK.Ru.xyz,Ru,64.13,1.602453,1989.6,9,1,0,1,0,0,0,1,0,0,1,0,0,8
AJUTOQ.Ru.xyz,Ru,64.21,1.607264,1983.8,9,1,0,1,0,0,0,1,0,0,1,0,0,8
AJUVAE.Ru.xyz,Ru,55.84,1.591682,2032.5,9,1,0,1,0,0,0,1,0,0,1,0,0,8
AJUWIN.Ru.xyz,Ru,64.06,1.60353,1927.8,6,1,0,1,1,0,0,0,0,0,1,0,17,8
AJUWOT.Ru.xyz,Ru,64.6,1.604792,1916.1,6,1,0,1,1,0,0,0,0,0,1,0,17,8
AKASOW.Ni.xyz,Ni,42.14,1.462447,1922.6,5,1,0,0,0,0,0,0,1,0,0,1,0,10
AKIKAH.Ir.xyz,Ir,69.59,1.570328,2214.3,6,1,0,0,0,0,0,1,0,1,1,0,16,9
AKINOY.Ir.xyz,Ir,74.07,1.592904,2111.5,6,1,0,1,1,0,0,0,0,0,1,0,17,9
AKINUE.Ir.xyz,Ir,73.29,1.588123,2125.3,6,1,0,1,1,0,0,0,0,0,1,0,17,9
AKIPAM.Ir.xyz,Ir,72.62,1.587,2131.8,6,1,0,1,1,0,0,0,0,0,1,0,17,9
AKIVOF.Ir.xyz,Ir,67.47,1.625431,1982.4,6,1,0,1,0,0,0,0,1,0,1,0,6,9
AKOYIJ.Pt.xyz,Pt,60.33,1.576537,2130.2,4,1,0,0,0,0,0,0,1,0,0,0,0,10
AKOYOP.Pt.xyz,Pt,65.19,1.59984,2141.4,4,1,0,1,0,0,0,0,1,0,0,0,6,10
ALAGUQ.Os.xyz,Os,68.41,1.654837,1995.2,6,1,0,0,0,0,0,1,1,0,0,0,0,8
ALAHAX.Ir.xyz,Ir,65.8,1.667617,1619,6,2,0,1,1,0,0,0,1,0,0,0,1,9
ALECAV.Ru.xyz,Ru,69.94,1.606694,1917,8,1,0,1,0,0,0,0,1,0,0,0,0,8
ALECEZ.Ru.xyz,Ru,69.01,1.606607,1899.4,8,1,0,1,0,0,0,0,1,0,0,0,0,8
ALECID.Ru.xyz,Ru,69.75,1.607971,1910.3,8,1,0,1,0,0,0,0,1,0,0,0,0,8
ALECOJ.Ru.xyz,Ru,68.99,1.608128,1915.6,8,1,0,1,0,0,0,0,1,0,0,0,0,8
ALOBIM.W.xyz,W,62.33,1.82937,1570.6,6,1,0,1,0,0,0,0,1,0,0,0,6,6
ALOTUR.Ni.xyz,Ni,56.64,1.506343,1941.4,4,1,0,1,0,0,0,1,0,0,0,0,0,10
ALOTUR01.Ni.xyz,Ni,56.64,1.506363,1941.4,4,1,0,1,0,0,0,1,0,0,0,0,0,10
AMACIA.Ir.xyz,Ir,57.06,1.536091,2321.9,5,1,0,1,1,0,0,0,1,0,0,0,0,9
AMACOG.Ir.xyz,Ir,66.61,1.628195,2074.8,6,1,0,1,1,0,0,0,1,0,0,0,6,9
AMADAT.Ir.xyz,Ir,67.59,1.618654,2062.4,6,1,0,1,1,0,0,0,1,0,0,0,6,9
AMEBIE.Ir.xyz,Ir,75.59,1.570452,2226.9,6,1,0,1,1,0,0,0,1,0,0,-1,7,9
AMIDEG.Zn.xyz,Zn,71.95,1.560944,1762.7,4,1,0,0,1,0,0,0,0,0,0,0,0,12
AMIKEO.Os.xyz,Os,66.59,1.615427,2139.6,7,3,0,1,1,0,0,0,1,0,0,0,0,8
AMIPAO.Ni.xyz,Ni,48.18,1.488221,1961.4,4,1,0,1,0,0,0,0,1,0,0,0,6,10
AMIPES.Ni.xyz,Ni,51.95,1.509173,1956.9,4,1,0,1,0,0,0,0,1,0,0,0,6,10
AMUKAV.Mo.xyz,Mo,67.63,1.727613,1855.1,10,1,0,1,0,0,0,1,0,0,0,0,0,6
ANAWOC.Ti.xyz,Ti,38.69,1.693292,1604.8,11,1,0,1,1,0,0,0,0,0,0,0,0,4
ANAYOE.Ir.xyz,Ir,68.03,1.550766,2293.4,5,2,0,0,0,0,0,0,1,0,1,0,0,9
ANAYUK.Ir.xyz,Ir,69.78,1.546816,2012.4,6,3,0,1,0,0,0,0,1,0,0,0,0,9
ANAZAR.Ir.xyz,Ir,69.92,1.568996,2224,5,2,0,0,0,1,0,0,1,0,0,0,0,9
ANAZEV.Ir.xyz,Ir,76.67,1.616127,2057.4,4,1,0,0,1,0,0,0,1,0,0,0,7,9
ANAZIZ.Ir.xyz,Ir,67.95,1.547496,2005.8,6,4,0,0,0,0,0,0,1,0,0,0,1,9
ANAZUL.Ir.xyz,Ir,69.25,1.62351,2086.5,7,5,0,0,0,0,0,0,1,0,0,0,0,9
ANEBAX.Ir.xyz,Ir,75.13,1.646602,1906.7,4,1,0,1,0,0,0,0,1,0,0,-1,0,9
ANEBEB.Ir.xyz,Ir,67.32,1.538482,2370.5,6,3,0,0,0,1,0,0,1,0,0,0,0,9
ANEBIF.Ir.xyz,Ir,76.73,1.594337,2091.4,5,1,0,0,0,0,0,1,1,0,1,0,0,9
ANEBOL.Ir.xyz,Ir,74.82,1.58525,2158.8,5,1,0,0,0,0,0,1,1,0,1,0,35,9
ANEBUR.Ir.xyz,Ir,73.19,1.579748,2173.2,4,1,0,0,0,0,0,1,1,0,0,0,0,9
ANECAY.Ir.xyz,Ir,71.56,1.57686,2224.3,6,1,0,1,0,0,0,1,1,0,1,0,35,9
ANECEC.Ir.xyz,Ir,73.15,1.575492,2207.4,6,1,0,0,1,0,0,1,1,0,1,0,17,9
ANECIG.Ir.xyz,Ir,77.81,1.583817,2137.5,7,1,0,1,0,1,0,1,1,0,0,0,8,9
ANESIY.Mn.xyz,Mn,54.06,1.612065,1613.9,6,1,0,1,1,0,0,0,1,0,0,0,6,7
ANEWAS.Ru.xyz,Ru,63.88,1.602132,1985.2,6,1,0,1,1,0,0,0,1,0,0,0,0,8
ANIKIS.Ir.xyz,Ir,70.27,1.540429,2320.6,6,4,0,1,0,0,0,0,0,0,0,1,0,9
ANILAL.Rh.xyz,Rh,58.37,1.516931,2244.4,7,4,1,1,0,0,0,0,0,0,0,1,1,9
ANILOZ.Rh.xyz,Rh,61.49,1.520519,2208.9,7,4,1,1,0,0,0,0,0,0,0,1,1,9
ANIMIU.Rh.xyz,Rh,60.34,1.498502,2265.6,5,2,0,1,0,1,0,0,0,0,0,1,0,9
ANUZIT.Mn.xyz,Mn,56.45,1.616709,1629.9,6,1,0,1,0,0,0,0,1,0,0,0,6,7
ANUZIT.Tc.xyz,Tc,61.35,1.750919,1600.7,6,1,0,1,0,0,0,0,1,0,0,0,6,7
ANUZOZ.Mn.xyz,Mn,57.96,1.614734,1646.6,6,1,0,1,0,0,0,0,1,0,0,0,6,7
APECOP.Ir.xyz,Ir,64.21,1.65484,1716.2,6,2,0,1,0,0,0,0,1,0,0,0,1,9
APECUV.Ir.xyz,Ir,65.15,1.653342,1712.4,6,2,0,1,0,0,0,0,1,0,0,0,1,9
APEDAC.Ir.xyz,Ir,65.18,1.653736,1699.9,6,2,0,1,0,0,0,0,1,0,0,0,1,9
APODUH.Ir.xyz,Ir,63.22,1.591449,2129.3,8,1,0,1,1,0,0,0,1,0,0,0,0,9
APOFAP.Ir.xyz,Ir,65.33,1.582531,2171.4,8,1,0,1,1,0,0,0,1,0,0,0,0,9
APOFET.Ir.xyz,Ir,69.04,1.561328,2250.9,8,1,1,1,0,0,0,0,1,0,0,0,0,9
APORAB.Pd.xyz,Pd,64.3,1.568337,1912.8,4,1,0,0,1,0,0,0,1,0,0,0,7,10
APORUV.Pt.xyz,Pt,77.28,1.586583,2091.1,4,1,0,0,1,0,0,0,1,0,0,0,7,10
APUBAO.Y.xyz,Y,68.37,2.065929,1257,8,1,0,1,1,0,0,0,0,0,0,0,0,3
APUBAQ.Fe.xyz,Fe,43.56,1.498654,1974.7,6,1,0,1,0,0,0,0,1,0,0,0,6,8
APUBEU.Fe.xyz,Fe,48.01,1.516677,1866.6,6,1,0,1,0,0,0,0,1,0,0,0,6,8
APUCEV.Fe.xyz,Fe,48.21,1.520835,1853.4,6,1,0,1,0,0,0,0,1,0,0,0,6,8
APUGAT.Y.xyz,Y,73.7,2.048547,1258.8,10,3,0,1,0,1,0,0,1,0,0,0,0,3
AQATOD.Fe.xyz,Fe,51.38,1.514615,1833.9,6,1,0,1,1,1,0,0,1,0,0,0,8,8
AQAVIZ.Fe.xyz,Fe,49.29,1.510281,1856.7,6,1,0,1,1,0,0,0,1,0,1,0,35,8
AQAVOF.Fe.xyz,Fe,46.49,1.511302,1903.1,6,1,0,1,1,0,0,0,1,0,0,1,6,8
AQECOP.Pt.xyz,Pt,67.25,1.594751,2077.9,4,1,0,0,0,0,0,0,1,1,0,0,15,10
AQECUV.Pt.xyz,Pt,59.47,1.589832,2099,4,1,0,0,0,0,0,0,1,1,0,0,15,10
AQESUL.Rh.xyz,Rh,58.25,1.508203,2230,6,1,0,1,1,1,0,0,0,0,1,0,8,9
AQIGIS.Ru.xyz,Ru,55.89,1.603977,1901.1,6,1,0,1,1,0,0,0,0,0,1,0,35,8
AQIGOY.Ru.xyz,Ru,65.37,1.596548,1958.4,6,1,0,1,1,0,0,0,0,0,0,1,7,8
AQIGUE.Ru.xyz,Ru,66.23,1.609787,1923.6,6,1,0,1,1,0,0,0,0,0,0,1,7,8
AQIHAL.Ru.xyz,Ru,65.39,1.604547,1949,6,1,0,1,1,0,0,0,0,0,0,1,7,8
AQIHEP.Ru.xyz,Ru,65.72,1.614438,1908.5,6,1,0,1,1,0,0,0,0,0,0,1,7,8
AQIHIT.Ru.xyz,Ru,60.09,1.613339,1913.8,6,1,0,1,1,0,0,0,1,0,0,1,15,8
AQIJAN.Ir.xyz,Ir,66.41,1.577839,2194.7,6,1,0,1,0,0,0,0,1,0,0,2,0,9
AQIJER.Ir.xyz,Ir,67.37,1.589261,2135.4,6,1,0,1,0,0,0,0,1,0,0,2,0,9
AQTPRU.Ru.xyz,Ru,57.28,1.620217,1929.2,6,1,0,1,0,1,0,0,1,0,0,1,6,8
AQUFUN.Fe.xyz,Fe,44.18,1.50286,1930.4,5,1,0,1,1,0,0,0,0,0,0,0,0,8
AQUGEY.Fe.xyz,Fe,39.19,1.569286,1764.2,5,1,0,1,1,0,0,0,0,0,0,0,0,8
AQUGUP.Os.xyz,Os,67.24,1.631762,2025.9,9,2,0,1,0,0,0,0,1,0,0,1,0,8
ARAQEP.Rh.xyz,Rh,55.62,1.520978,2181.6,6,1,0,0,1,0,0,0,1,0,1,0,17,9
ARAQIT.Rh.xyz,Rh,54.98,1.531733,2148,6,1,0,0,1,0,0,0,1,1,0,0,16,9
AREHOV.W.xyz,W,63.8,1.702934,1887.6,10,1,0,1,1,0,0,1,0,0,0,0,0,6
AREPOE.Os.xyz,Os,67.12,1.613454,2124,8,3,0,1,1,0,0,0,1,0,0,0,6,8
AREPUK.Os.xyz,Os,66.59,1.612738,2129.1,8,3,0,1,1,0,0,0,1,0,0,0,6,8
ARIBEK.Fe.xyz,Fe,43.83,1.508698,1846.6,4,1,0,0,1,0,0,0,1,0,0,0,0,8
AROJOH.Ru.xyz,Ru,64.68,1.586524,1959.5,6,1,0,0,1,0,0,0,1,0,1,0,0,8
AROJUN.Ru.xyz,Ru,62.51,1.551125,2092.6,5,1,0,0,1,0,0,0,1,0,0,1,0,8
AROPIG.Ir.xyz,Ir,67.24,1.559051,2248.7,7,1,0,1,0,0,0,0,1,0,1,1,35,9
ARUWAN.Nb.xyz,Nb,42.02,1.737981,1811.4,9,1,0,1,1,0,0,0,0,0,0,0,0,5
ASAPEQ.Pt.xyz,Pt,66.12,1.673,1785.3,5,1,0,0,0,0,0,1,1,0,0,0,14,10
ASAQAN.Pt.xyz,Pt,66.93,1.674206,1768.4,5,1,0,0,0,0,0,1,1,0,0,0,14,10
ASEKAK.Co.xyz,Co,50.97,1.485206,1930.4,5,1,0,0,0,0,0,0,1,0,0,0,15,9
ASEQOE.Ir.xyz,Ir,61.88,1.563078,2252.5,7,1,0,1,0,0,0,0,1,0,0,1,0,9
ASOFET.Ir.xyz,Ir,59.52,1.53213,2373.6,5,1,0,1,0,0,0,0,1,0,1,0,0,9
ASOFEU.Ru.xyz,Ru,61.44,1.539365,2229.6,5,1,0,0,0,0,0,1,1,0,1,0,0,8
ASOFIY.Ru.xyz,Ru,63.62,1.55033,2127.2,5,1,0,1,0,0,0,0,1,0,1,0,0,8
ASOGUL.Os.xyz,Os,67.95,1.619965,2104.3,6,1,0,1,1,0,0,0,1,0,0,1,0,8
ASOHAS.Os.xyz,Os,70.29,1.626072,2069,6,1,0,1,1,0,0,0,1,0,0,0,0,8
ASUFAW.Ir.xyz,Ir,61.78,1.625952,2005.8,6,1,0,1,0,0,0,1,0,0,0,0,6,9
ASUFIE.Ir.xyz,Ir,59.35,1.658227,2059.1,6,1,0,1,0,0,0,1,0,0,0,0,0,9
ASUFUQ.Ir.xyz,Ir,71.05,1.621354,2113.2,6,1,0,1,0,0,0,1,0,0,0,0,6,9
ASUGAX.Ru.xyz,Ru,59.65,1.539053,2173.1,5,1,0,1,0,0,0,0,1,0,0,1,0,8
ASUGEB.Ru.xyz,Ru,55.39,1.608988,2064.4,6,1,0,1,0,0,0,0,1,0,0,1,6,8
ASUGIF.Ru.xyz,Ru,56.6,1.609202,2063.6,6,1,0,1,0,0,0,0,1,0,0,1,6,8
ASUJAZ.Co.xyz,Co,52.67,1.477705,1968.4,5,1,0,0,0,0,0,0,1,0,0,0,15,9
ATACAA.Ir.xyz,Ir,61.7,1.570979,2183.2,9,1,0,1,0,0,0,0,0,0,0,0,0,9
ATIFOB.Ru.xyz,Ru,57.1,1.684339,1781.5,6,2,0,1,1,0,0,0,1,0,0,0,1,8
ATIJIW.Ru.xyz,Ru,64.6,1.600764,1943.5,6,1,0,1,1,1,0,0,1,0,0,0,7,8
ATIJIW01.Ru.xyz,Ru,64.61,1.600738,1943.6,6,1,0,1,1,1,0,0,1,0,0,0,7,8
ATIKOD.Nb.xyz,Nb,54.84,1.739291,1784.4,13,2,0,1,0,0,0,1,0,0,0,0,0,5
ATIKUJ.Nb.xyz,Nb,54.99,1.787297,1689.6,13,1,0,1,0,0,0,1,0,0,0,0,0,5
ATIVOP.Ir.xyz,Ir,71.04,1.589491,2139.6,6,1,0,1,0,0,0,0,1,0,1,0,17,9
ATIVUV.Ir.xyz,Ir,68.9,1.609929,2065.8,6,1,0,1,0,0,0,0,1,0,0,1,6,9
ATIWAC.Ir.xyz,Ir,71.7,1.58844,2147.4,6,1,0,1,0,0,0,0,1,0,1,0,17,9
ATIWEG.Ir.xyz,Ir,74.37,1.557007,2288.2,6,1,0,1,0,1,0,0,1,0,0,1,8,9
ATOROR.Ir.xyz,Ir,70.08,1.583036,2146,6,1,0,1,0,0,0,0,1,0,1,-1,17,9
ATOSOS.Ir.xyz,Ir,69.18,1.60431,2118.6,6,2,0,1,0,0,0,0,1,0,0,0,0,9
ATUGUR.Mn.xyz,Mn,54.47,1.543402,1837.6,8,1,0,1,0,0,0,0,0,0,0,0,0,7
ATUTIT.Rh.xyz,Rh,61.5,1.537203,2095.3,6,1,0,1,1,0,0,0,1,0,0,0,7,9
ATUTOZ.Rh.xyz,Rh,61.24,1.535566,2109,6,1,0,1,1,0,0,0,1,0,0,0,7,9
ATUVAN.Rh.xyz,Rh,59.78,1.53615,2116.3,6,1,0,1,1,0,0,0,1,0,0,0,7,9
AVAZAY.Re.xyz,Re,37.41,1.620277,2194.5,7,2,0,0,0,1,0,0,1,0,0,1,0,7
AVINAW.Ni.xyz,Ni,55.11,1.487986,1894.2,4,1,0,0,1,0,0,0,1,0,0,0,7,10
AVIVIL.Fe.xyz,Fe,54.62,1.515599,1864.5,6,1,0,0,1,0,0,0,1,0,0,1,7,8
AVIVOR.Ru.xyz,Ru,66.65,1.613986,1895.5,6,1,0,0,1,0,0,0,1,0,0,1,7,8
AVIVUX.Ir.xyz,Ir,73.11,1.566712,2255,6,2,0,1,1,0,0,0,0,0,0,1,7,9
AVUTER.Rh.xyz,Rh,55.38,1.53271,2158.5,6,1,0,1,0,0,0,0,1,0,1,0,17,9
AVUVAP.Re.xyz,Re,60.48,1.672338,1947.6,7,1,0,1,1,0,0,0,1,0,1,0,0,7
AWAMIX.Os.xyz,Os,65.51,1.641295,2012.8,9,1,1,1,0,0,0,0,1,0,0,0,0,8
AWAMOD.Os.xyz,Os,62.52,1.623684,2096.5,9,1,1,1,0,0,0,0,1,0,0,0,0,8
AWAROG.Fe.xyz,Fe,44.02,1.498371,1933.9,6,1,0,0,1,0,0,1,1,1,0,0,0,8
AWETUU.Fe.xyz,Fe,48.25,1.493743,1931.8,6,1,0,0,0,0,0,0,1,0,1,0,35,8
AWIDOZ.Ir.xyz,Ir,69.53,1.593416,2134,6,2,0,1,0,0,0,0,1,0,0,1,6,9
AXAXIJ.Fe.xyz,Fe,55.33,1.562771,1736.5,6,2,0,1,1,0,0,0,1,0,0,0,1,8
AXERAW.Re.xyz,Re,67.97,1.665825,1986.6,9,1,0,1,1,0,0,0,1,0,0,1,0,7
AXESUS.Ir.xyz,Ir,65.48,1.529262,2376.2,6,1,0,1,0,0,0,0,1,0,0,1,0,9
AXEYIL.Rh.xyz,Rh,54.93,1.505111,2236.9,7,2,0,1,0,0,0,0,0,0,1,0,0,9
AXIMUR.Pt.xyz,Pt,66.45,1.661142,2092.8,5,1,0,0,0,0,0,1,1,0,0,0,32,10
AXIRIL.Ru.xyz,Ru,64.03,1.601754,1988.2,8,1,0,1,0,0,0,0,1,0,0,0,0,8
AXIZAK.Rh.xyz,Rh,64.44,1.564372,1995.7,6,1,0,1,1,0,0,0,1,0,1,0,7,9
AXOHOM.Ru.xyz,Ru,65.96,1.638492,1830.7,6,1,0,0,1,0,0,0,1,0,0,0,7,8
AXUBIE.Ti.xyz,Ti,50.78,1.706693,1627.8,8,1,0,1,1,1,0,0,0,0,0,1,0,4
AXUPOY.Ir.xyz,Ir,61.69,1.576196,2204.4,5,1,0,1,1,0,0,0,1,0,0,1,0,9
AXUSIV.Ir.xyz,Ir,64.15,1.622265,1997.3,6,1,0,1,0,0,0,0,1,0,0,0,6,9
AXUWOH.W.xyz,W,58.89,1.737886,1843.5,7,2,0,1,0,1,0,0,1,0,0,1,0,6
AXUXEY.W.xyz,W,64.85,1.895036,1452.9,6,1,0,1,0,0,0,0,1,0,0,0,6,6
AXUXIC.W.xyz,W,64.76,1.748794,1763.6,7,3,0,0,0,0,0,0,1,0,0,0,0,6
AXUXOI.W.xyz,W,63.7,1.74724,1855.1,8,4,0,0,0,0,0,0,1,0,0,0,0,6
AXUYID.W.xyz,W,57.65,1.753545,1744.3,7,2,0,0,1,0,0,0,1,0,0,1,0,6
AYACOU.Re.xyz,Re,67.22,1.736461,1767,5,1,0,0,1,0,0,0,1,0,0,0,0,7
AYAJUH.Re.xyz,Re,53.34,1.681394,1954.4,6,2,0,0,1,0,0,0,1,0,0,0,15,7
AYALOD.Re.xyz,Re,71.86,1.690423,1905.6,5,1,0,0,1,0,0,0,1,0,0,0,0,7
AYALUJ.Re.xyz,Re,71.03,1.694908,1889.2,5,1,0,0,1,0,0,0,1,0,0,0,0,7
AYANUJ.Ir.xyz,Ir,69.54,1.583986,2163.9,9,2,1,1,0,0,0,0,0,0,0,0,0,9
AYAPAR.Ir.xyz,Ir,69.88,1.587435,2128.9,9,2,1,1,0,0,0,0,0,0,0,0,0,9
AYAPEV.Ir.xyz,Ir,64.49,1.581363,2199.3,10,1,1,1,0,0,0,0,0,0,0,0,0,9
AYEBUD.Fe.xyz,Fe,49.54,1.532955,1807.7,5,1,0,1,0,0,0,0,0,0,0,0,6,8
AYEFUH.W.xyz,W,65.56,1.893716,1406.9,6,1,0,1,0,0,0,0,1,0,0,0,6,6
AYEFUH01.W.xyz,W,67.1,1.895313,1434.9,6,1,0,1,0,0,0,0,1,0,0,0,6,6
AYEFUH02.W.xyz,W,66.18,1.893762,1435,6,1,0,1,0,0,0,0,1,0,0,0,6,6
AYEGUI.W.xyz,W,60.92,1.745834,1837.6,7,2,0,1,0,1,0,0,1,0,0,0,0,6
AYEHAQ.Fe.xyz,Fe,45.46,1.520447,1859.7,6,1,0,1,0,0,0,0,1,0,0,0,6,8
AYEHET.Mo.xyz,Mo,27.42,1.723462,1741.5,7,1,0,0,1,0,0,0,1,0,0,0,0,6
AYEHIY.Fe.xyz,Fe,44.53,1.520323,1857.8,6,1,0,1,0,0,0,0,1,0,0,0,6,8
AYEJUL.W.xyz,W,62.91,1.74051,1817.2,7,2,0,1,0,0,0,0,1,0,0,1,0,6
AYIYUC.Nb.xyz,Nb,58.91,1.787916,1706.8,13,1,0,1,0,0,0,1,0,0,0,0,0,5
AYIZAJ.Nb.xyz,Nb,57.21,1.784129,1710.8,13,1,0,1,0,0,0,1,0,0,0,0,0,5
AYIZEN.Nb.xyz,Nb,56.57,1.786443,1704,13,1,0,1,0,0,0,1,0,0,0,0,0,5
AYOXER.Os.xyz,Os,68.29,1.61661,2140.4,9,2,0,1,0,0,0,0,1,0,0,1,0,8
AYOZAP.Ir.xyz,Ir,56,1.563891,2275.7,10,1,1,1,0,0,0,0,0,0,0,0,0,9
AYOZET.Ir.xyz,Ir,57.05,1.564738,2276.7,10,1,1,1,0,0,0,0,0,0,0,0,0,9
AZAQEX.Ir.xyz,Ir,73.87,1.591519,2158.3,6,1,0,1,1,1,0,0,1,0,0,1,7,9
AZAQIB.Ir.xyz,Ir,73.02,1.582496,2196.5,6,1,0,1,1,0,0,0,1,0,0,1,7,9
AZUDAA.Co.xyz,Co,51.53,1.479261,1971.9,5,1,0,1,0,0,0,0,1,0,0,0,6,9
BABNEY.Ru.xyz,Ru,61.1,1.546005,2139.8,5,1,0,1,0,0,0,0,1,0,1,0,0,8
BABNEY01.Ru.xyz,Ru,59.66,1.544035,2144.2,5,1,0,1,0,0,0,0,1,0,1,0,0,8
BABNEY02.Ru.xyz,Ru,61.11,1.546004,2144.1,5,1,0,1,0,0,0,0,1,0,1,0,0,8
BABNIC.Ru.xyz,Ru,59.59,1.542857,2149,5,1,0,1,0,0,0,0,1,0,1,0,0,8
BABWIL.Rh.xyz,Rh,60.69,1.533663,2145.2,5,1,0,1,0,0,0,0,1,0,1,0,0,9
BACDUG.Ru.xyz,Ru,66.3,1.581973,1971,5,1,0,0,1,0,0,0,1,0,0,0,0,8
BACFIW.Ru.xyz,Ru,66.53,1.69106,1711,6,2,0,0,1,0,0,0,1,0,0,0,1,8
BACFOC.Ru.xyz,Ru,68.43,1.576462,2055.3,6,1,0,0,1,1,0,0,1,0,0,0,8,8
BACJUL.Ir.xyz,Ir,56.8,1.58506,2142.3,5,1,0,0,0,0,0,0,1,1,0,0,0,9
BACKUN.Ru.xyz,Ru,54.58,1.594035,1999.3,6,1,0,1,1,0,0,0,1,0,0,0,15,8
BACLAU.Ru.xyz,Ru,63.24,1.586596,2030.3,6,1,0,1,1,0,0,0,1,0,0,1,0,8
BACLEY.Ru.xyz,Ru,65.11,1.592587,2006.9,6,1,0,1,1,0,0,0,1,0,0,0,7,8
BACLIC.Ru.xyz,Ru,64.75,1.586445,2015.3,6,1,0,1,1,0,0,0,1,0,0,1,0,8
BACZEK.Ir.xyz,Ir,70.55,1.669256,1653.1,6,2,0,1,0,0,0,0,1,0,0,0,1,9
BADGUL.Os.xyz,Os,69.68,1.608306,2123.4,9,1,0,1,0,0,0,0,1,0,0,1,0,8
BAFTUZ.Ir.xyz,Ir,69.42,1.641079,2042.8,5,1,0,1,0,0,0,0,1,0,0,0,6,9
BAGPUU.Os.xyz,Os,73.83,1.594302,2133.8,4,2,0,0,0,0,0,0,1,0,0,0,0,8
BAHGOH.Ir.xyz,Ir,64.47,1.567864,2219.7,6,1,0,0,1,0,0,0,1,0,1,0,17,9
BAJKEE.Ru.xyz,Ru,61.04,1.631851,1868.5,6,1,0,1,0,0,0,0,1,0,0,0,6,8
