ID,Metal,Group,M-H,VMH1,VMH,BDE,Hydri-G,CoordNum,EN-M,EN-H,EN-B,EN-C,EN-N,EN-O,EN-F,EN-Si,EN-P,EN-S,EN-Cl,EA-M,EA-H,EA-B,EA-C,EA-N,EA-O,EA-F,EA-Si,EA-P,EA-S,EA-Cl,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum,AN-M,AR-M,AW-M,AV-M,MR-M,DP-M,mc-chi2,mc-chi3
XIKHAA.Os.xyz,Os,VIII ,1.636674,1928.7,1851.6,68.79,309.22,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,2,1,0,0,0,2,0,0,1,0,8,76,130,190.2,8.43,126,57,60.59,96.36
XIKREP.Mo.xyz,Mo,VIB ,1.717999,1828.7,1755.6,57.31,180.51,6,2.2,2.17,0,0,0,0,0,0,2.46,2.64,0,17.2,17.39,0,0,0,0,0,0,17.2,47.9,0,2,0,0,0,0,0,0,2,2,0,0,0,6,42,145,96,9.4,130,87,33.05,63.07
XIKROZ.Re.xyz,Re,VIIB ,1.652931,1954.2,1876,65.22,198.76,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,2.83,3.46,17.39,0,0,0.01,0,0,0,17.2,0,77.6,1,0,0,2,0,0,0,2,0,1,0,0,7,75,135,186.2,8.85,128,62,52.99,83.22
XILBIF.Ir.xyz,Ir,VIII ,1.540504,2433.7,2336.4,66.56,301.6,7,2.2,2.17,0,2.45,2.93,0,0,0,0,0,0,36.09,17.39,0,29.12,0.01,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,1,0,9,77,135,192.2,8.54,127,54,76.69,56.1
XILJOU.Mn.xyz,Mn,VIIB ,1.586046,1738.6,1669.1,56.56,176.14,7,1.6,2.17,0,2.45,0,0,0,0,2.46,0,0,0,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,2,0,0,0,0,4,0,0,0,0,7,25,140,54.9,7.39,118,68,61.07,109.12
XILJUA.Mn.xyz,Mn,VIIB ,1.547124,1977.6,1898.5,47.29,209.04,7,1.6,2.17,0,0,0,0,0,2.12,2.46,0,0,0,17.39,0,0,0,0,0,31.94,17.2,0,0,1,0,0,0,0,0,2,4,0,0,0,0,7,25,140,54.9,7.39,118,68,68.98,124.93
XIMNEM.Pt.xyz,Pt,VIII ,1.614123,2085,2001.6,73.17,203.8,4,2.3,2.17,0,0,0,0,0,0,2.46,0,0,49.07,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,3,0,0,0,15,10,78,135,195.1,9.1,130,48,56.38,104.08
XIMWIB.Ir.xyz,Ir,VIII ,1.585976,2199,2111,63.9,276.79,5,2.2,2.17,0,2.45,2.93,0,0,0,0,0,0,36.09,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,9,77,135,192.2,8.54,127,54,49.19,77
XIMXIC.Ru.xyz,Ru,VIII ,1.584009,2112.7,2028.2,64.85,194.71,6,2.3,2.17,0,0,0,0,0,0,2.46,0,3.05,24.21,17.39,0,0,0,0,0,0,17.2,0,83.41,1,0,0,0,0,0,0,4,0,1,0,17,8,44,130,101.1,8.3,125,72,67.32,128.48
XIQGUA.Ru.xyz,Ru,VIII ,1.628971,1944.9,1867.1,62.41,184.11,6,2.3,2.17,0,0,0,0,0,0,2.46,0,0,24.21,17.39,0,0,0,0,0,0,17.2,0,0,2,0,0,0,0,0,0,4,0,0,0,15,8,44,130,101.1,8.3,125,72,75.15,112.2
XIQHAH.Ru.xyz,Ru,VIII ,1.62921,1949.7,1871.7,61.7,281.75,5,2.3,2.17,0,0,0,0,0,0,2.46,0,0,24.21,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,4,0,0,1,15,8,44,130,101.1,8.3,125,72,87.3,67.32
XIQLOY.Os.xyz,Os,VIII ,1.611024,2226.4,2137.3,66.26,204.27,7,2.2,2.17,0,2.45,0,3.61,0,0,2.46,0,0,25.37,17.39,0,29.12,0,33.69,0,0,17.2,0,0,3,0,1,0,1,0,0,2,0,0,0,0,8,76,130,190.2,8.43,126,57,50.49,122.87
XIQWAY.Ni.xyz,Ni,VIII ,1.47153,1969.4,1890.6,51.81,212.29,4,1.9,2.17,0,0,2.93,0,0,0,2.46,0,0,26.66,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,10,28,135,58.7,6.6,115,49,38.96,92.06
XIQWEC.Pd.xyz,Pd,VIII ,1.560332,2004.6,1924.4,64.53,215,4,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,12.84,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,10,46,140,106.4,8.9,128,26.1,44.88,106.04
XIQWIG.Pt.xyz,Pt,VIII ,1.577688,2205,2116.8,77.48,224.8,4,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,49.07,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,10,78,135,195.1,9.1,130,48,46.51,109.9
XIRKEQ.Ru.xyz,Ru,VIII ,1.565023,2159.3,2072.9,64.04,194.77,8,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,60.17,122.1
XIRTEX.Rh.xyz,Rh,VIII ,1.504771,2297,2205.1,54.86,231.23,6,2.3,2.17,0,2.45,2.93,0,0,0,0,0,3.05,26.22,17.39,0,29.12,0.01,0,0,0,0,0,83.41,1,0,1,2,0,0,0,0,0,2,0,6,9,45,135,102.9,8.3,125,66,39.9,72.23
XITNET.Ir.xyz,Ir,VIII ,1.581059,2258.5,2168.2,70.77,263.69,6,2.2,2.17,0,0,0,0,0,0,2.46,2.64,0,36.09,17.39,0,0,0,0,0,0,17.2,47.9,0,2,0,0,0,0,0,0,2,2,0,1,16,9,77,135,192.2,8.54,127,54,43.34,67.32
XITQOI.Ru.xyz,Ru,VIII ,1.556918,2177.1,2090,64.12,193.98,5,2.3,2.17,0,2.45,0,0,0,0,2.46,0,3.05,24.21,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,2,0,0,0,0,1,0,1,0,0,8,44,130,101.1,8.3,125,72,43.58,78.54
XIVPIC.Os.xyz,Os,VIII ,1.59743,2295.8,2204,67.23,270.28,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0.01,0,0,0,17.2,0,0,3,0,1,1,0,0,0,2,0,0,1,0,8,76,130,190.2,8.43,126,57,57.18,135.17
XIVPOI.Os.xyz,Os,VIII ,1.637312,2088,2004.5,73.05,258.72,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,2,2,0,0,0,1,0,0,1,7,8,76,130,190.2,8.43,126,57,66.02,125.18
XIXDAM.Ru.xyz,Ru,VIII ,1.615475,2028.1,1947,61.58,176.78,6,2.3,2.17,0,0,0,0,0,0,2.46,0,0,24.21,17.39,0,0,0,0,0,0,17.2,0,0,2,0,0,0,0,0,0,4,0,0,0,15,8,44,130,101.1,8.3,125,72,67.32,154.44
XIXPEC.Pd.xyz,Pd,VIII ,1.520013,2161.8,2075.3,53.15,223.96,4,2.2,2.17,0,0,2.93,0,0,0,0,0,3.05,12.84,17.39,0,0,0.01,0,0,0,0,0,83.41,1,0,0,2,0,0,0,0,0,1,0,7,10,46,140,106.4,8.9,128,26.1,22.44,33.2
XIXPOL.Os.xyz,Os,VIII ,1.67988,1975,1896,66.37,231.1,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,0,6,8,76,130,190.2,8.43,126,57,60.02,135.65
XIXPUR.Os.xyz,Os,VIII ,1.638516,2101.3,2017.2,69.61,227.45,8,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,76,130,190.2,8.43,126,57,81.84,175.14
XIYBEO.Rh.xyz,Rh,VIII ,1.532811,2213.4,2124.9,62.41,224.8,6,2.3,2.17,0,0,0,3.61,0,0,2.46,0,0,26.22,17.39,0,0,0,33.69,0,0,17.2,0,0,1,0,0,0,2,0,0,3,0,0,0,8,9,45,135,102.9,8.3,125,66,64.09,178.43
XIYLEZ.Ru.xyz,Ru,VIII ,1.649949,1909.7,1833.3,58.55,195.8,6,2.3,2.17,0,2.45,0,0,0,0,2.46,2.46,0,24.21,17.39,0,29.12,0,0,0,0,17.2,46.6,0,1,0,2,0,0,0,0,2,1,0,0,6,8,44,130,101.1,8.3,125,72,54.41,67.32
XOCKAC.Ni.xyz,Ni,VIII ,1.514084,1976,1897,54.75,192.61,4,1.9,2.17,0,2.45,0,0,0,0,0,0,0,26.66,17.39,0,29.12,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,10,28,135,58.7,6.6,115,49,32.97,63.91
XOGMIQ.Ir.xyz,Ir,VIII ,1.592987,2223.3,2134.4,76.98,216.39,6,2.2,2.17,0,0,2.93,0,0,0,0,2.64,0,36.09,17.39,0,0,0.01,0,0,0,0,47.9,0,2,0,0,1,0,0,0,0,3,0,0,7,9,77,135,192.2,8.54,127,54,44.11,81.07
XOHJOT.Re.xyz,Re,VIIB ,1.665772,2056.9,1974.6,63.4,196.41,7,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,3.46,17.39,0,0,0.01,0,0,0,17.2,0,0,3,0,0,1,0,0,0,3,0,0,0,0,7,75,135,186.2,8.85,128,62,65.17,91.58
XOLTAU.Rh.xyz,Rh,VIII ,1.59071,1995.5,1915.7,58.92,201.73,6,2.3,2.17,0,2.45,0,3.61,0,0,2.46,0,0,26.22,17.39,0,29.12,0,33.69,0,0,17.2,0,0,1,0,2,0,1,0,0,2,0,0,0,6,9,45,135,102.9,8.3,125,66,58.09,146.35
XOLVAW.Au.xyz,Au,IB ,1.612776,2060.4,1978,80.42,218.11,2,2.5,2.17,0,2.45,0,0,0,0,0,0,0,53.25,17.39,0,29.12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,11,79,135,197,10.2,134,36,15.44,25.91
XOLYII.Fe.xyz,Fe,VIII ,1.497813,1929.9,1852.7,47.14,202.41,5,1.8,2.17,0,2.45,2.93,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,43.63,85.64
XOLYII01.Fe.xyz,Fe,VIII ,1.500359,1925.7,1848.7,47.72,199.77,5,1.8,2.17,0,2.45,2.93,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,43.63,85.64
XOMVIF.Ru.xyz,Ru,VIII ,1.592765,2062.2,1979.7,59.3,184.4,4,2.3,2.17,0,0,0,0,0,0,2.46,0,0,24.21,17.39,0,0,0,0,0,0,17.2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,33.66,96.36
XOMWII.Ir.xyz,Ir,VIII ,1.616967,2085.7,2002.3,62.68,199.86,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,0,6,9,77,135,192.2,8.54,127,54,52.45,78.54
XOMXAZ.W.xyz,W,VIB ,1.725333,1930.6,1853.4,66.4,210.73,12,2.3,2.17,0,2.45,0,0,0,0,0,0,0,18.79,17.39,0,29.12,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,6,74,135,183.8,9.53,130,68,52.63,93.22
XOMXON.W.xyz,W,VIB ,1.726039,1928.8,1851.6,68.68,216.89,12,2.3,2.17,0,2.45,0,0,0,0,0,0,0,18.79,17.39,0,29.12,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,6,74,135,183.8,9.53,130,68,63.72,64.78
XOMXUT.W.xyz,W,VIB ,1.70251,1972,1893.1,62.94,205.12,12,2.3,2.17,0,2.45,0,0,0,0,0,0,0,18.79,17.39,0,29.12,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,6,74,135,183.8,9.53,130,68,68.09,75.99
XOPBEJ.Ir.xyz,Ir,VIII ,1.581879,2242.9,2153.2,68.55,230.48,8,2.2,2.17,0,2.45,0,0,0,0,0,0,3.05,36.09,17.39,0,29.12,0,0,0,0,0,0,83.41,1,0,6,0,0,0,0,0,0,1,0,0,9,77,135,192.2,8.54,127,54,61.56,73.46
XOPBIO.Ir.xyz,Ir,VIII ,1.630795,2080.6,1997.4,81.1,187.27,4,2.2,2.17,0,2.45,2.93,0,0,0,0,0,0,36.09,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,7,9,77,135,192.2,8.54,127,54,35.82,43.34
XOPQAV.Mo.xyz,Mo,VIB ,1.679494,1904.3,1828.1,57.83,219.37,12,2.2,2.17,0,2.45,0,0,0,0,0,0,0,17.2,17.39,0,29.12,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,6,42,145,96,9.4,130,87,49.25,41.04
XOPXAB.Ir.xyz,Ir,VIII ,1.537411,2433.5,2336.2,66.01,257.67,5,2.2,2.17,0,0,0,0,0,0,0,2.64,3.05,36.09,17.39,0,0,0,0,0,0,0,47.9,83.41,1,0,0,0,0,0,0,0,2,2,0,0,9,77,135,192.2,8.54,127,54,37.58,58.08
XOPXEF.Ir.xyz,Ir,VIII ,1.564351,2317.5,2224.8,73.1,188.85,6,2.2,2.17,0,0,0,3.61,0,0,0,2.64,0,36.09,17.39,0,0,0,33.69,0,0,0,47.9,0,1,0,0,0,3,0,0,0,2,0,0,8,9,77,135,192.2,8.54,127,54,52.93,69.3
XOQSAZ.Rh.xyz,Rh,VIII ,1.561205,2134.6,2049.2,65.46,280.74,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,26.22,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,1,7,9,45,135,102.9,8.3,125,66,76.06,94.85
XOQVOP.Ru.xyz,Ru,VIII ,1.586753,2141.1,2055.5,64.11,203.17,9,2.3,2.17,0,2.45,0,0,0,2.12,2.46,0,0,24.21,17.39,0,29.12,0,0,0,31.94,17.2,0,0,1,0,6,0,0,0,1,1,0,0,0,0,8,44,130,101.1,8.3,125,72,76.54,114.95
XOQWAC.Ru.xyz,Ru,VIII ,1.608994,2050.5,1968.5,65.33,216.33,9,2.3,2.17,0,2.45,0,0,0,2.12,2.46,0,0,24.21,17.39,0,29.12,0,0,0,31.94,17.2,0,0,1,0,6,0,0,0,1,1,0,0,0,0,8,44,130,101.1,8.3,125,72,77.31,126.17
XOQWEG.Ru.xyz,Ru,VIII ,1.585882,2147.2,2061.3,62.95,206.49,9,2.3,2.17,0,2.45,0,0,0,2.12,2.46,0,0,24.21,17.39,0,29.12,0,0,0,31.94,17.2,0,0,1,0,6,0,0,0,1,1,0,0,0,0,8,44,130,101.1,8.3,125,72,78.65,114.95
XORRIH.Pt.xyz,Pt,VIII ,1.615967,2066.5,1983.8,74.04,198.02,4,2.3,2.17,0,0,0,0,0,2.12,2.46,0,0,49.07,17.39,0,0,0,0,0,31.94,17.2,0,0,1,0,0,0,0,0,1,2,0,0,0,15,10,78,135,195.1,9.1,130,48,49.25,104.08
XOSTUW.Rh.xyz,Rh,VIII ,1.544188,2171.6,2084.7,62.58,206.78,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,26.22,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,3,0,0,0,2,0,0,0,7,9,45,135,102.9,8.3,125,66,67.31,122.98
XOTKIB.Ru.xyz,Ru,VIII ,1.599816,2055.8,1973.6,65.02,266.82,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,1,0,8,44,130,101.1,8.3,125,72,63.67,99.44
XOTNEZ.Nb.xyz,Nb,VB ,1.793096,1756.2,1686,58.08,221.03,13,1.5,2.17,0,2.45,0,0,0,2.12,0,0,0,20.59,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,10,0,0,0,2,0,0,0,0,0,5,41,145,92.9,10.8,134,98,63.39,63.36
XOTNID.Nb.xyz,Nb,VB ,1.783781,1786.7,1715.2,58.93,215.94,13,1.5,2.17,0,2.45,0,0,0,2.12,0,0,0,20.59,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,10,0,0,0,2,0,0,0,0,0,5,41,145,92.9,10.8,134,98,65.89,71.52
XOTNOJ.Nb.xyz,Nb,VB ,1.729035,1891.7,1816,53.12,207.59,13,1.5,2.17,0,2.45,0,0,0,2.12,0,0,0,20.59,17.39,0,29.12,0,0,0,31.94,0,0,0,2,0,10,0,0,0,1,0,0,0,0,0,5,41,145,92.9,10.8,134,98,45.58,47.44
XOVTAE.Os.xyz,Os,VIII ,1.593662,2298.1,2206.2,68.41,312.03,7,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,25.37,17.39,0,0,0.01,0,0,0,17.2,0,0,3,0,0,3,0,0,0,1,0,0,1,0,8,76,130,190.2,8.43,126,57,65.01,106.26
XOVTEI.Os.xyz,Os,VIII ,1.615446,2176.6,2089.5,63.34,157.37,7,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,25.37,17.39,0,0,0.01,0,0,0,17.2,0,0,4,0,0,2,0,0,0,1,0,0,0,0,8,76,130,190.2,8.43,126,57,48.95,98.12
XOVTIM.Os.xyz,Os,VIII ,1.596286,2286.3,2194.8,68.18,305.64,7,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,25.37,17.39,0,0,0.01,0,0,0,17.2,0,0,3,0,0,3,0,0,0,1,0,0,1,0,8,76,130,190.2,8.43,126,57,65.01,111.87
XOVTOS.Os.xyz,Os,VIII ,1.590391,2304.5,2212.3,62.69,299.55,7,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,25.37,17.39,0,0,0.01,0,0,0,17.2,0,0,3,0,0,3,0,0,0,1,0,0,1,0,8,76,130,190.2,8.43,126,57,63.47,86.9
XOWXUD.Ru.xyz,Ru,VIII ,1.543627,2253.4,2163.3,60.71,222.82,5,2.3,2.17,0,2.45,0,0,4.14,0,2.46,0,0,24.21,17.39,0,29.12,0,0,78.38,0,17.2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,8,44,130,101.1,8.3,125,72,37.77,56.1
XOWYAK.Ru.xyz,Ru,VIII ,1.546498,2219.9,2131.1,61.85,224.88,5,2.3,2.17,0,2.45,0,0,4.14,0,2.46,0,0,24.21,17.39,0,29.12,0,0,78.38,0,17.2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,8,44,130,101.1,8.3,125,72,37.77,56.1
XOWYEO.Ru.xyz,Ru,VIII ,1.615654,2015.8,1935.2,60.45,183.15,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,54.6,89.76
XOWYIS.Ru.xyz,Ru,VIII ,1.6067,2076,1993,58.83,182.98,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,54.6,89.76
XOWYOY.Ru.xyz,Ru,VIII ,1.619205,1994,1914.2,56.56,186.02,6,2.3,2.17,0,2.45,0,0,4.14,0,2.46,0,0,24.21,17.39,0,29.12,0,0,78.38,0,17.2,0,0,1,0,3,0,0,1,0,1,0,0,0,6,8,44,130,101.1,8.3,125,72,45.34,56.1
XOWYUE.Ru.xyz,Ru,VIII ,1.618987,1997.7,1917.8,56.37,186.06,6,2.3,2.17,0,2.45,0,0,4.14,0,2.46,0,0,24.21,17.39,0,29.12,0,0,78.38,0,17.2,0,0,1,0,3,0,0,1,0,1,0,0,0,6,8,44,130,101.1,8.3,125,72,45.34,56.1
XOWZAL.Ru.xyz,Ru,VIII ,1.611022,2052.4,1970.3,56.03,187.89,6,2.3,2.17,0,2.45,0,0,4.14,0,2.46,0,0,24.21,17.39,0,29.12,0,0,78.38,0,17.2,0,0,1,0,3,0,0,1,0,1,0,0,0,6,8,44,130,101.1,8.3,125,72,45.34,56.1
XOXDIX.Co.xyz,Co,VIII ,1.486719,1971.2,1892.4,49.25,169.4,5,1.9,2.17,0,0,0,0,0,0,2.46,0,0,15.24,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,9,27,135,58.9,6.7,116,55,57.53,109.79
XOXDIX01.Co.xyz,Co,VIII ,1.486725,1971.3002,1892.4,48.25,169.4,5,1.9,2.17,0,0,0,0,0,0,2.46,0,0,15.24,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,9,27,135,58.9,6.7,116,55,57.53,109.79
XOXDOD.Co.xyz,Co,VIII ,1.492813,1937.6,1860.1,48.71,154.43,5,1.9,2.17,0,0,2.93,0,0,0,2.46,0,0,15.24,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,3,0,0,0,7,9,27,135,58.9,6.7,116,55,47.94,91.93
XOXDUJ.Co.xyz,Co,VIII ,1.465006,2065.9,1983.3,45.9,262.08,6,1.9,2.17,0,0,0,0,0,0,2.46,0,0,15.24,17.39,0,0,0,0,0,0,17.2,0,0,2,0,0,0,0,0,0,4,0,0,1,0,9,27,135,58.9,6.7,116,55,57.53,109.79
XOXXIS.Os.xyz,Os,VIII ,1.612837,2211.6,2123.1,68.8,292.17,8,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,4,2,0,0,0,1,0,0,1,0,8,76,130,190.2,8.43,126,57,65.01,98.89
XOXZOB.Ni.xyz,Ni,VIII ,1.482794,1960.1,1881.7,48.68,196.2,4,1.9,2.17,0,0,2.93,0,0,0,2.46,0,0,26.66,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,10,28,135,58.7,6.6,115,49,38.96,85.19
XOZQAF.Ru.xyz,Ru,VIII ,1.612213,2040,1958.4,59,182.44,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,54.6,89.76
XOZQEJ.Ru.xyz,Ru,VIII ,1.618565,2035.6,1954.2,55.56,187.24,6,2.3,2.17,0,2.45,0,0,4.14,0,2.46,0,0,24.21,17.39,0,29.12,0,0,78.38,0,17.2,0,0,1,0,3,0,0,1,0,1,0,0,0,6,8,44,130,101.1,8.3,125,72,45.34,56.1
XUCTIB.Fe.xyz,Fe,VIII ,1.549871,1808.3,1736,58.69,178.87,6,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,4,0,0,0,6,8,26,140,55.8,7.1,117,62,60.66,138.62
XUCYAV.Ir.xyz,Ir,VIII ,1.609213,2186.1,2098.7,72.63,204.07,6,2.2,2.17,0,0,0,0,0,2.12,2.46,0,0,36.09,17.39,0,0,0,0,0,31.94,17.2,0,0,2,0,0,0,0,0,1,3,0,0,0,15,9,77,135,192.2,8.54,127,54,67.89,148.83
XUFKUH.Au.xyz,Au,IB ,1.731644,1537.5,1476,41.3,124.91,3,2.5,2.17,0,2.45,0,0,0,0,0,0,0,53.25,17.39,0,29.12,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,11,79,135,197,10.2,134,36,30.89,51.82
XUFMES.Cd.xyz,Cd,IIB ,1.709584,1689.5,1621.9,61.05,171.53,3,1.4,2.17,0,2.45,2.93,0,0,0,0,0,0,0,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,12,48,155,112.4,13.1,138,46,36.13,84.16
XUFMES.Zn.xyz,Zn,IIB ,1.578292,1782.9,1711.6,68.52,172.7,3,1.5,2.17,0,2.45,2.93,0,0,0,0,0,0,0,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,12,30,135,65.4,9.2,121,38.7,35.28,82.17
XUFRIA.Ru.xyz,Ru,VIII ,1.535202,2350.2,2256.2,49.52,264,7,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,2,0,3,0,0,0,0,2,0,0,1,0,8,44,130,101.1,8.3,125,72,74.73,95.37
XUFROG.Ru.xyz,Ru,VIII ,1.656444,1832.5,1759.2,64.31,171.3,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,69.89,94.6
XUGQEW.Os.xyz,Os,VIII ,1.624369,2145.4,2059.6,69.39,199.41,8,2.2,2.17,0,2.45,0,0,0,2.12,2.46,0,0,25.37,17.39,0,29.12,0,0,0,27.67,17.2,0,0,1,0,5,0,0,0,1,1,0,0,0,0,8,76,130,190.2,8.43,126,57,55.33,123.09
XUGTUO.Cr.xyz,Cr,VIB ,1.534294,2014.9,1934.3,37.95,228.49,12,1.7,2.17,0,2.45,0,0,0,0,0,0,0,15.36,17.39,0,29.12,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,6,24,140,52,7.23,119,83,42.06,35.51
XUHFAH.Ta.xyz,Ta,VB ,1.726837,1986.8,1907.3,52.47,300.25,14,1.4,2.17,0,2.45,0,3.61,0,0,0,0,0,7.43,17.39,0,29.12,0,33.69,0,0,0,0,0,1,0,11,0,2,0,0,0,0,0,1,0,5,73,145,180.9,10.9,134,74,36.15,24.68
XUHFEL.Ta.xyz,Ta,VB ,1.721011,2015,1934.4,50.99,286.76,13,1.4,2.17,0,2.45,2.93,0,0,0,0,2.64,0,7.43,17.39,0,29.12,0.01,0,0,0,0,47.9,0,1,0,10,1,0,0,0,0,1,0,1,0,5,73,145,180.9,10.9,134,74,42.23,25.72
XUHFIP.Ta.xyz,Ta,VB ,1.724473,1996.1,1916.3,52.63,299.88,13,1.4,2.17,0,2.45,2.93,0,0,0,0,2.64,0,7.43,17.39,0,29.12,0.01,0,0,0,0,47.9,0,1,0,10,1,0,0,0,0,1,0,1,0,5,73,145,180.9,10.9,134,74,39.45,32.37
XUHGAK.Ru.xyz,Ru,VIII ,1.583124,2120.7,2035.9,64.28,210.86,6,2.3,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,1,0,0,2,0,0,0,8,8,44,130,101.1,8.3,125,72,58.06,91.72
XUHNAQ.Ir.xyz,Ir,VIII ,1.593064,2214.8,2126.2,73.71,227.93,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,83.41,1,0,2,1,0,0,0,1,0,1,0,17,9,77,135,192.2,8.54,127,54,54.41,60.17
