ID,Metal,BDE,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
VAMKOJ.Mn.xyz,Mn,54.21,9,1,0,1,0,0,0,1,0,0,0,0,0,7
VAMTOS.Pd.xyz,Pd,62.52,4,1,0,0,0,1,0,0,1,0,0,0,8,10
VANGUO.Ru.xyz,Ru,59.94,5,1,0,1,1,0,0,0,1,0,0,1,0,8
VAPPOS.Os.xyz,Os,68.12,7,2,0,1,0,1,0,1,1,0,0,0,0,8
VAPPUY.Os.xyz,Os,68.29,7,2,0,1,1,0,0,1,1,0,0,0,0,8
VAPQAF.Os.xyz,Os,66.06,7,2,0,1,1,0,0,1,1,0,0,0,0,8
VAPYUJ.Pt.xyz,Pt,56.02,6,1,0,0,0,0,0,1,0,0,0,0,14,10
VARFAW.Ru.xyz,Ru,58.84,6,1,0,1,0,0,0,0,1,0,0,0,15,8
VARFEA.Ru.xyz,Ru,61.7,6,2,0,1,0,0,0,0,1,0,0,0,15,8
VASWES.Ru.xyz,Ru,66.57,8,1,1,1,0,0,0,0,1,0,0,0,0,8
VAVHOP.Ni.xyz,Ni,50.83,4,1,0,0,0,1,0,0,1,0,0,0,8,10
VAWLEN.Os.xyz,Os,61.71,7,2,0,1,1,0,0,0,1,0,0,0,0,8
VAWLIR.Os.xyz,Os,63.29,8,3,0,1,1,0,0,0,1,0,0,1,0,8
VAWTUL.Ir.xyz,Ir,72.63,6,1,0,1,1,0,0,0,1,0,0,0,7,9
VAWVAT.Ir.xyz,Ir,71.84,6,1,0,1,1,0,0,0,1,0,0,0,7,9
VAYMAL.Ir.xyz,Ir,75.18,6,1,0,1,1,0,0,0,1,0,1,0,7,9
VAYQOD.Ir.xyz,Ir,74.75,6,1,0,1,1,0,0,0,1,0,1,0,7,9
VECYIO.Fe.xyz,Fe,56.11,9,1,0,1,0,0,0,0,1,0,0,0,0,8
VEDGAM.Rh.xyz,Rh,58.85,6,1,0,1,0,0,0,0,1,0,0,0,15,9
VEDGIU.Rh.xyz,Rh,60.19,6,1,0,1,0,0,0,0,1,0,0,0,15,9
VEDNUP.Ir.xyz,Ir,54.35,6,1,0,1,1,0,0,0,0,0,1,0,0,9
VEDRAZ.Sc.xyz,Sc,63.43,11,1,0,1,0,0,0,0,0,0,0,0,0,3
VEDRED.Sc.xyz,Sc,61.55,11,1,0,1,0,0,0,0,0,0,0,0,0,3
VEDRIH.Sc.xyz,Sc,60.08,12,1,0,1,0,1,0,0,0,0,0,0,0,3
VEFZUD.Pt.xyz,Pt,71.76,4,1,0,1,0,0,0,0,1,0,0,0,15,10
VEGBAM.Pt.xyz,Pt,70.5,4,1,0,0,0,0,0,0,1,0,0,0,15,10
VEGLUO.Os.xyz,Os,67.29,5,1,0,1,0,0,0,0,0,0,0,-1,0,8
VEHMEB.Mo.xyz,Mo,59.95,9,1,0,1,0,0,0,0,1,0,0,0,0,6
VEJFEY.Ru.xyz,Ru,60.93,8,1,0,1,1,0,0,0,0,0,0,0,0,8
VEJROU.Fe.xyz,Fe,48.62,6,1,0,0,1,0,0,1,1,0,0,0,15,8
VEJRUA.Fe.xyz,Fe,48.43,6,1,0,0,1,0,0,1,1,0,0,0,15,8
VEJWIS.Rh.xyz,Rh,61.96,6,2,0,0,0,1,0,0,1,0,0,1,8,9
VEKFOG.Rh.xyz,Rh,53.78,5,1,0,0,0,0,0,0,1,0,0,0,15,9
VEKLAY.W.xyz,W,52.29,7,1,0,0,0,0,0,0,1,0,1,0,0,6
VEKWAM.Ir.xyz,Ir,72.77,7,4,0,1,0,0,0,0,1,0,0,0,0,9
VEKWAM01.Ir.xyz,Ir,72.76,7,4,0,1,0,0,0,0,1,0,0,0,0,9
VEKWEQ.Os.xyz,Os,65.21,6,1,0,1,1,0,0,0,1,0,0,0,6,8
VEKWOA.Ir.xyz,Ir,72.53,7,4,0,1,0,0,0,0,1,0,0,0,0,9
VEKWUG.Os.xyz,Os,70.27,7,4,0,0,1,0,0,0,1,0,0,0,0,8
VEKXER.Os.xyz,Os,65.51,7,2,0,1,1,0,0,0,1,0,0,0,0,8
VEMHAX.W.xyz,W,56.74,6,1,0,0,0,0,0,0,1,1,0,1,0,6
VENFID.Ir.xyz,Ir,65.21,7,1,0,1,0,0,0,0,1,0,0,0,15,9
VEQGED.Mo.xyz,Mo,57.09,7,1,0,1,1,0,0,0,0,0,0,1,0,6
VESNOW.Pt.xyz,Pt,73.69,4,1,0,1,0,0,0,0,1,0,0,0,6,10
VETCAY.Re.xyz,Re,63.11,9,6,0,0,0,0,0,1,1,0,0,0,0,7
VETCEC.Re.xyz,Re,64.35,9,6,0,0,0,0,0,1,1,0,0,0,0,7
VETKAG.Pt.xyz,Pt,61.16,5,1,0,0,0,0,0,0,1,0,0,1,15,10
VETZAV.Pt.xyz,Pt,70.55,4,1,0,1,0,0,0,0,1,0,0,0,15,10
VEVTIB.Y.xyz,Y,68.7,8,1,0,1,1,0,0,0,0,0,0,0,0,3
VEWTEX.Pt.xyz,Pt,74.07,4,1,0,0,0,1,0,0,1,0,0,0,8,10
VEWTIB.Pt.xyz,Pt,76.22,4,1,0,0,1,0,0,0,1,0,0,0,0,10
VEWZEF.Fe.xyz,Fe,37.37,6,1,0,0,1,0,0,1,1,1,0,1,16,8
VEYHEO.Fe.xyz,Fe,49.24,6,2,0,0,0,0,0,0,1,0,0,0,15,8
VEYHIS.Fe.xyz,Fe,46.35,6,1,0,0,1,0,0,0,1,0,0,1,0,8
VEYHOY.Ru.xyz,Ru,61.13,6,1,0,0,1,0,0,0,1,0,0,1,0,8
VEYZEG.Os.xyz,Os,43.53,6,1,0,1,0,0,0,0,1,0,1,0,15,8
VEZFAH.Rh.xyz,Rh,57.84,6,1,0,1,0,0,0,0,1,0,1,0,15,9
VEZMIX.Ru.xyz,Ru,64.51,6,2,0,1,0,0,0,0,1,0,0,0,0,8
VEZMOD.Ru.xyz,Ru,65.32,6,2,0,1,0,0,0,0,1,0,0,0,0,8
VEZMUJ.Ru.xyz,Ru,62.7,6,1,0,1,0,0,0,0,1,0,0,0,0,8
VEZNAQ.Ru.xyz,Ru,59.58,6,1,0,1,0,0,0,0,1,0,0,0,15,8
VEZTID.Zr.xyz,Zr,61.57,12,1,0,1,0,0,0,0,0,0,0,0,0,4
VEZXAA.Rh.xyz,Rh,63.03,6,1,0,1,0,1,0,0,1,0,0,1,8,9
VIBBUE.Ru.xyz,Ru,56.79,9,1,0,1,1,0,0,0,0,0,0,1,0,8
VIBCAL.Ir.xyz,Ir,78.29,6,2,0,1,1,0,0,0,0,0,0,0,7,9
VIBCEP.Ir.xyz,Ir,73.36,6,1,0,1,1,0,0,0,0,0,0,0,7,9
VIBCIT.Ir.xyz,Ir,77.06,6,1,0,1,1,1,0,0,0,0,0,0,7,9
VIBWAF.Ir.xyz,Ir,65.39,6,1,0,1,0,0,0,0,1,1,0,0,15,9
VICTIK.Pt.xyz,Pt,72.91,4,1,0,1,0,0,0,0,1,0,0,0,6,10
VIDBAN.Co.xyz,Co,44.18,6,2,0,0,0,0,0,0,1,0,0,1,15,9
VIFXUE.Mo.xyz,Mo,58.44,8,1,0,1,0,0,0,0,1,0,0,0,0,6
VIFYAL.Mo.xyz,Mo,55.99,11,4,0,1,0,0,0,0,1,0,0,1,0,6
VIFZEP10.Mo.xyz,Mo,45.49,8,1,0,1,1,1,0,0,1,0,0,0,0,6
VIGQIO.Pt.xyz,Pt,58.52,6,1,1,0,0,0,0,0,1,1,0,1,16,10
VIGQOU.Pt.xyz,Pt,57.86,6,1,1,0,0,0,0,0,1,1,0,1,16,10
VIGXOZ.Ru.xyz,Ru,55.9,9,1,0,1,1,0,0,0,1,0,0,0,0,8
VIHZOB.Fe.xyz,Fe,45.19,6,1,0,0,0,0,0,0,1,0,0,1,15,8
VIJDUN.Co.xyz,Co,52.07,5,1,0,0,1,0,0,0,1,0,0,0,7,9
VIJFAV.Co.xyz,Co,41.26,6,1,0,1,0,0,0,0,1,0,0,0,15,9
VIJJIK.Os.xyz,Os,56.47,6,1,0,1,0,0,0,0,1,0,1,1,0,8
VIJJUW.Os.xyz,Os,56.57,6,1,0,1,0,0,0,0,1,0,1,1,0,8
VIJKAD.Os.xyz,Os,60.66,6,1,0,1,0,0,0,0,1,0,1,1,0,8
VIJKOR.Os.xyz,Os,52.09,6,1,0,1,0,0,0,0,1,0,1,1,0,8
VIKKOR.Co.xyz,Co,35.92,5,1,0,1,0,0,0,0,1,1,0,0,0,9
VINDUR.Mo.xyz,Mo,57.56,8,3,0,1,0,0,0,0,1,0,0,0,0,6
VIPKUB.Ir.xyz,Ir,71.62,6,1,0,1,0,0,0,1,1,0,0,0,15,9
VIPLAI.Ir.xyz,Ir,72.47,6,1,0,1,0,0,0,1,1,0,0,0,15,9
VIPLEM.Ir.xyz,Ir,73.05,6,1,0,0,0,0,0,1,1,0,1,0,15,9
VIPQIU.Ta.xyz,Ta,56.53,7,2,0,0,0,1,0,0,1,0,1,0,0,5
VIPVUL.Rh.xyz,Rh,59.45,6,1,0,1,1,0,0,0,0,0,0,1,7,9
VIQMIU.Ru.xyz,Ru,65.04,6,1,0,1,1,0,0,0,1,0,0,0,0,8
VIQMOA.Ru.xyz,Ru,63.68,6,1,0,1,1,0,0,0,1,0,0,0,0,8
VIQRAP.Ru.xyz,Ru,61.47,6,1,0,1,0,0,0,1,0,0,0,0,6,8
VIQVEW.Y.xyz,Y,72.37,7,1,0,1,1,0,0,0,0,0,0,0,0,3
VIRFUX.Ir.xyz,Ir,74.09,5,1,0,0,0,0,0,1,1,0,1,0,17,9
VIRGUZ.Ru.xyz,Ru,66.7,8,1,0,1,0,0,0,1,0,0,0,0,0,8
VIRLEN.Fe.xyz,Fe,34.4,5,1,0,0,1,0,0,0,1,0,0,1,0,8
VIRMAK.Ru.xyz,Ru,63.57,6,2,0,0,1,0,0,0,1,0,0,0,7,8
VITQAR.Re.xyz,Re,58.78,5,1,0,0,0,1,0,0,1,0,0,0,0,7
VITQEV.Re.xyz,Re,59.57,5,1,0,0,0,1,0,0,1,0,0,0,0,7
VITQIZ.Re.xyz,Re,58.19,5,1,0,0,0,1,0,0,1,0,0,0,0,7
VIVCIP.Ir.xyz,Ir,68.66,6,1,0,1,1,0,0,1,0,0,1,0,0,9
VIVGIS.Ru.xyz,Ru,63.94,6,1,0,1,1,1,0,0,1,0,0,0,0,8
VIVJAM.Os.xyz,Os,62.08,10,2,0,1,0,0,0,0,0,0,0,0,0,8
VIVJEQ.Os.xyz,Os,63.71,10,1,0,1,0,0,0,0,0,0,0,0,0,8
VIXDIP.Ru.xyz,Ru,58.39,6,1,0,1,0,0,0,0,1,0,0,1,6,8
VOCDEY.Ir.xyz,Ir,62.97,8,1,0,1,1,0,0,0,0,0,0,0,0,9
VOCZEV.Pt.xyz,Pt,76.02,4,1,0,0,0,1,0,0,1,0,0,0,8,10
VODCUM.Pt.xyz,Pt,72.55,5,2,0,0,1,0,0,0,0,0,0,1,7,10
VOFPEL.Ir.xyz,Ir,45.2,6,1,0,1,0,0,0,0,0,0,0,0,0,9
VOFRAJ.Ni.xyz,Ni,47.32,4,1,0,0,0,1,0,0,1,0,0,0,8,10
VOFREN.Pt.xyz,Pt,72.72,4,1,0,0,0,1,0,0,1,0,0,0,8,10
VOFVIV.Pt.xyz,Pt,69.74,4,1,0,0,0,0,0,0,1,1,0,0,16,10
VOFYEW.Fe.xyz,Fe,47.94,6,1,0,1,0,0,0,0,1,0,0,0,15,8
VOFZEX.Ru.xyz,Ru,65.73,6,1,0,1,1,1,0,0,1,0,0,0,0,8
VOGBEZ.Os.xyz,Os,59.95,9,1,0,1,0,0,0,0,0,0,1,0,0,8
VOGBID.Fe.xyz,Fe,53.5,6,1,0,1,0,0,0,0,1,0,0,1,6,8
VOGFAZ.Ir.xyz,Ir,65.76,5,1,0,1,0,0,0,0,1,0,0,1,0,9
VOGHOQ.Sc.xyz,Sc,62.32,4,1,0,0,1,0,0,0,0,0,0,0,0,3
VOGJIL.Mo.xyz,Mo,49.01,8,2,0,0,0,1,0,0,1,1,0,0,0,6
VOGJOR.W.xyz,W,54.58,8,2,0,0,0,1,0,0,1,1,0,0,0,6
VOGKAE.Mo.xyz,Mo,52.87,8,2,0,0,0,1,0,0,1,1,0,0,0,6
VOGKOS.W.xyz,W,58.66,8,2,0,0,0,1,0,0,1,1,0,0,0,6
VOGKUY.Mo.xyz,Mo,52.82,8,2,0,0,0,1,0,0,1,1,0,0,0,6
VOGLAF.Mo.xyz,Mo,52.3,8,2,0,0,0,1,0,0,1,1,0,0,0,6
VOGLEJ.Mo.xyz,Mo,51.78,8,2,0,0,0,1,0,0,1,0,0,0,0,6
VOGLIN.Mo.xyz,Mo,42.93,7,1,0,0,0,1,0,0,1,0,0,0,0,6
VOGLOT.W.xyz,W,60,8,2,0,0,0,1,0,0,1,0,0,1,0,6
VOGLUZ.W.xyz,W,51.76,7,1,0,0,0,1,0,0,1,0,0,0,0,6
VOGMUA.Re.xyz,Re,60.83,6,1,0,1,1,0,0,0,1,0,0,1,0,7
VOGMUZ.Re.xyz,Re,69.54,8,1,0,1,0,0,0,0,1,0,0,0,0,7
VOGNAG.Re.xyz,Re,60.37,6,1,0,0,1,0,0,0,1,0,0,0,15,7
VOGNEM.Ru.xyz,Ru,61.15,5,1,0,1,1,0,0,0,1,0,0,1,0,8
VOGPUD.Rh.xyz,Rh,48.25,7,2,0,1,0,0,0,1,1,0,0,0,1,9
VOHBEB.Ru.xyz,Ru,66.5,6,1,0,1,1,0,0,0,1,0,1,0,17,8
VOHGEH.Ir.xyz,Ir,74.21,6,1,0,1,1,0,0,0,1,0,0,1,7,9
VOHLIN.Fe.xyz,Fe,53.13,9,1,0,1,0,0,0,1,0,0,0,0,0,8
VOJDUW.Fe.xyz,Fe,49.59,6,1,0,1,1,0,0,0,1,0,0,0,15,8
VOJFAE.Fe.xyz,Fe,48.08,6,1,0,1,1,0,0,0,1,0,0,0,15,8
VOLYEC.Mo.xyz,Mo,57.37,8,2,0,0,0,0,0,1,1,0,0,0,0,6
VOLYIG.Mo.xyz,Mo,56.59,8,2,0,0,0,0,0,1,1,0,0,0,0,6
VOMPES.Pd.xyz,Pd,56.49,4,1,0,0,1,0,0,0,1,0,0,1,7,10
VONFOU.Ru.xyz,Ru,66.01,9,2,0,1,0,0,0,1,1,0,0,0,0,8
VONFUA.Ru.xyz,Ru,65.57,9,2,0,1,0,0,0,1,1,0,0,0,0,8
VONGAH.Ru.xyz,Ru,66.01,9,2,0,1,0,0,0,1,1,0,0,0,0,8
VOQCEJ.W.xyz,W,61.08,10,1,0,1,0,0,0,0,1,0,1,0,0,6
VOQCIN.W.xyz,W,65.58,10,1,0,1,0,0,0,0,1,0,0,0,0,6
VOQCOT.W.xyz,W,65.48,9,1,0,1,0,0,0,1,1,0,0,0,0,6
VORGAN.Co.xyz,Co,49.55,8,1,0,1,0,0,0,1,1,0,0,0,0,9
VORROM.Rh.xyz,Rh,56.91,6,1,0,0,0,1,0,0,1,0,1,0,8,9
VOSBOW.Ir.xyz,Ir,68.18,6,1,0,1,0,0,0,0,1,0,0,0,6,9
VOWHAT.Ir.xyz,Ir,47.95,7,1,0,1,0,0,0,0,0,0,0,0,0,9
VOWHEX.Ir.xyz,Ir,75.12,8,1,0,1,0,0,0,0,0,0,0,0,0,9
VOWJID.Ru.xyz,Ru,64.11,6,1,0,1,1,0,0,0,1,1,0,0,0,8
VOXNAZ.Ru.xyz,Ru,64.9,6,1,0,1,1,1,0,0,1,0,0,0,7,8
VOXWUA.Ta.xyz,Ta,54.87,7,1,0,1,0,0,0,0,1,0,0,0,0,5
VOZXIT.Ir.xyz,Ir,71.27,6,1,0,1,1,0,0,0,0,0,0,0,7,9
VOZXUF.Ir.xyz,Ir,72.18,6,1,0,1,1,0,0,0,0,0,0,0,7,9
VOZYEQ.Ir.xyz,Ir,73.6,6,1,0,1,1,0,0,0,0,0,0,0,7,9
VOZYIU.Ir.xyz,Ir,72.71,6,1,0,1,1,0,0,0,0,0,0,0,7,9
VUBLIP.Ir.xyz,Ir,70.68,6,1,0,1,1,0,0,0,1,0,0,0,0,9
VUBLOV.Ir.xyz,Ir,76.9,6,1,0,1,1,0,0,0,1,0,0,0,0,9
VUBLUB.Ir.xyz,Ir,68.36,6,1,0,1,1,0,0,0,1,0,0,0,0,9
VUBMAI.Ir.xyz,Ir,68.41,6,1,0,1,1,0,0,0,1,0,0,0,0,9
VUBXUL.Ru.xyz,Ru,70.46,8,1,0,1,0,0,0,0,1,0,0,0,0,8
VUCBUR.Ru.xyz,Ru,59.57,6,1,0,1,0,0,0,0,1,0,0,0,15,8
VUCCAY.Ru.xyz,Ru,59.06,6,2,0,1,0,0,0,0,1,0,0,0,15,8
VUCCEC.Ru.xyz,Ru,57.62,6,1,0,1,0,0,0,0,1,0,0,0,15,8
VUCCIG.Ru.xyz,Ru,59.65,6,2,0,1,0,0,0,0,1,0,0,0,15,8
VUDPUH.Ni.xyz,Ni,47.07,5,1,0,0,0,0,0,0,1,1,0,0,34,10
VUDSOC.Re.xyz,Re,65.9,7,1,0,0,0,0,0,0,1,0,1,0,17,7
VUFGAG.Fe.xyz,Fe,47.27,6,1,0,0,0,0,0,0,1,1,0,0,15,8
VUFJOX.Fe.xyz,Fe,46.69,6,1,0,0,0,0,0,0,1,1,0,0,15,8
VUFJUD.Fe.xyz,Fe,47.25,6,1,0,0,0,0,0,0,1,1,0,0,15,8
VUFMOB.Rh.xyz,Rh,60.75,6,2,0,0,1,0,0,0,1,1,0,0,0,9
VUFPIX.Co.xyz,Co,39.02,6,1,0,1,1,0,0,0,1,0,1,0,7,9
VUFPOD.Co.xyz,Co,49.63,6,1,0,1,1,0,0,0,1,0,0,0,7,9
VUFVEZ.Fe.xyz,Fe,50.89,6,1,0,1,1,0,0,0,1,0,1,0,35,8
VUFVID.Fe.xyz,Fe,47.85,6,1,0,1,1,0,0,0,1,0,0,1,7,8
VUFYEC.Fe.xyz,Fe,43.15,6,1,0,1,0,1,0,0,1,0,0,0,6,8
VUGFAF.Pt.xyz,Pt,67.56,6,1,0,1,1,0,0,0,0,0,0,1,7,10
VUGHOX.W.xyz,W,49.72,9,5,0,0,0,0,0,0,1,0,0,1,0,6
VUGTAT.Ru.xyz,Ru,58.87,5,1,0,1,0,0,0,0,0,0,0,1,0,8
VUGTEX.Ru.xyz,Ru,62.79,7,1,0,1,0,1,0,0,0,0,0,1,0,8
VUGTIB.Ru.xyz,Ru,61.56,6,1,0,1,0,0,0,0,0,0,0,1,6,8
VUGWUS.Ir.xyz,Ir,75.18,6,2,0,0,1,1,0,0,1,0,0,1,8,9
VUHHAJ.Ir.xyz,Ir,68.55,8,1,0,1,0,1,0,0,0,0,0,1,8,9
VUJCAF.Ir.xyz,Ir,70.25,5,1,1,0,0,0,0,0,1,0,1,0,0,9
VUKXOR.Ru.xyz,Ru,65.4,6,1,0,0,0,0,0,1,1,0,0,0,15,8
VULVAB.Ir.xyz,Ir,67.61,6,2,0,1,0,0,0,0,1,0,0,0,1,9
VULVEF.Ir.xyz,Ir,73.73,6,2,0,1,0,0,0,0,1,0,0,0,6,9
VUMGIT.Cr.xyz,Cr,45.06,9,1,0,1,0,0,0,0,1,0,0,0,0,6
VUMHOA.Mo.xyz,Mo,55.27,8,1,0,1,1,1,0,0,1,0,0,0,0,6
VUQNEB.W.xyz,W,63.67,9,2,0,1,1,0,0,0,1,0,0,0,0,6
VUQNUR.W.xyz,W,64.17,9,2,0,1,1,0,0,0,1,0,0,0,0,6
VUQPAZ.W.xyz,W,60.07,8,1,0,1,1,0,0,0,1,0,0,0,6,6
VUQPED.W.xyz,W,60.34,7,1,0,1,1,0,0,0,1,0,0,0,0,6
VUQPON.W.xyz,W,63.83,9,2,0,1,1,0,0,0,1,0,0,0,0,6
VUTBIX.Os.xyz,Os,77.56,6,1,0,1,0,1,0,0,1,0,0,0,8,8
VUTBOD.Os.xyz,Os,76.68,6,1,0,1,0,1,0,0,1,0,0,0,8,8
VUTBUJ.Ru.xyz,Ru,69.83,6,1,0,1,0,1,0,0,1,0,0,0,8,8
VUTCAQ.Os.xyz,Os,66.71,6,2,0,1,0,1,0,0,1,0,0,0,1,8
VUTHOH.Zr.xyz,Zr,54.14,13,1,0,1,0,0,1,0,0,0,0,0,0,4
VUTKIF.Re.xyz,Re,65.38,5,1,0,1,0,0,0,0,0,0,0,-1,6,7
VUTKOL.Re.xyz,Re,65.22,6,1,0,1,0,0,0,0,1,0,0,-1,6,7
VUTLED.Ru.xyz,Ru,61.64,6,1,0,1,1,0,0,0,1,0,1,0,0,8
VUTLIH.Ru.xyz,Ru,61.74,5,1,0,1,1,0,0,0,1,0,0,0,0,8
VUTPAD.Ni.xyz,Ni,50.38,4,1,0,0,0,0,0,0,1,0,0,0,0,10
VUVDIA.Mo.xyz,Mo,59.54,9,1,0,1,0,0,0,0,1,0,0,0,0,6
VUVDOG.W.xyz,W,62.37,9,1,0,1,0,0,0,0,1,0,0,0,0,6
VUVDUM.Mo.xyz,Mo,55.3,9,1,0,1,0,0,0,0,1,0,0,0,0,6
VUZROA.Ru.xyz,Ru,64.8,6,1,0,0,1,0,0,0,1,0,0,0,7,8
WACDIQ.Ir.xyz,Ir,69.24,7,4,1,0,0,0,0,0,1,0,0,1,1,9
WACDOW.Ir.xyz,Ir,68.76,7,4,1,0,0,0,0,0,1,0,0,1,1,9
WADYUV.Rh.xyz,Rh,63.34,7,2,0,0,1,1,0,0,1,0,0,0,0,9
WAGKUK.Rh.xyz,Rh,66.35,6,1,0,0,0,0,0,1,1,0,0,0,15,9
WAGLOF.Ir.xyz,Ir,71.36,6,1,0,1,0,0,0,0,1,0,0,0,15,9
WAGLUL.Ir.xyz,Ir,76.47,6,1,0,1,0,1,0,0,1,0,0,0,8,9
WAHQOO.Ru.xyz,Ru,65.39,6,1,0,1,1,0,0,0,1,0,0,0,0,8
WAHRAB.Ru.xyz,Ru,63.25,6,1,0,1,1,0,0,0,1,0,0,0,0,8
WAHWUX.Pt.xyz,Pt,57.97,5,1,0,0,0,0,0,0,1,0,0,1,0,10
WAJREF.Pd.xyz,Pd,64.11,4,1,0,0,1,0,0,0,1,0,0,0,7,10
WALMIF.Ru.xyz,Ru,68.77,6,1,0,0,1,0,0,0,1,0,1,0,17,8
WALRUX.Pt.xyz,Pt,64.94,4,1,0,0,0,0,0,0,1,0,0,0,15,10
WALSAE.Pt.xyz,Pt,60.89,4,1,0,0,0,0,0,0,1,0,0,0,15,10
WAMTIP.Ti.xyz,Ti,37.53,11,1,0,1,1,0,0,0,0,0,0,0,0,4
WAMTOV.Ti.xyz,Ti,38.28,11,1,0,1,1,0,0,0,0,0,0,0,0,4
WAMVUB.Fe.xyz,Fe,50.34,6,1,0,0,1,0,0,0,1,0,0,1,7,8
WANZAQ.Fe.xyz,Fe,60.61,6,1,0,1,0,0,0,0,1,0,0,0,6,8
WAPDUO.Fe.xyz,Fe,41.25,9,1,0,1,0,0,0,0,0,0,0,0,0,8
WAPFAW.Fe.xyz,Fe,42.91,9,1,0,1,0,0,0,0,0,0,0,1,0,8
WAPJII.Re.xyz,Re,63.89,6,1,0,1,0,0,0,0,0,0,0,0,6,7
WAQGAW.Ru.xyz,Ru,66.46,9,2,0,1,0,0,0,1,1,0,0,0,0,8
WAQWUI.Rh.xyz,Rh,61.96,6,1,0,1,1,0,0,0,1,1,0,1,7,9
WAQXAP.Rh.xyz,Rh,63.27,6,1,0,1,1,0,0,0,1,1,0,0,7,9
WASYIC.Co.xyz,Co,46.44,5,1,0,1,0,0,0,0,1,0,0,0,6,9
WATPUC.Ru.xyz,Ru,71.26,6,1,0,0,0,1,0,0,1,0,0,0,8,8
WATWIX.Os.xyz,Os,37.22,5,1,0,0,0,0,0,0,1,0,1,1,0,8
WATZIA.Ru.xyz,Ru,65.4,9,1,0,1,0,0,0,1,1,0,0,0,0,8
WATZUM.Mo.xyz,Mo,46.74,7,1,0,1,1,0,0,0,0,0,0,0,0,6
WAVCIF.Ta.xyz,Ta,67,4,1,0,0,0,1,0,0,0,0,0,0,0,5
WAVJOU.Ru.xyz,Ru,64.63,6,2,0,0,0,0,0,0,1,0,0,0,0,8
WAVJUA.Ru.xyz,Ru,65.54,6,2,0,0,0,0,0,0,1,0,0,0,0,8
WAVKAH.Ru.xyz,Ru,65.54,6,2,0,0,0,0,0,0,1,0,0,0,0,8
WAVKEL.Ru.xyz,Ru,63.94,6,1,0,0,0,0,0,1,1,0,0,0,0,8
WAVKIP.Ru.xyz,Ru,63.47,6,1,0,0,0,0,0,1,1,0,0,0,0,8
WAVKOV.Ru.xyz,Ru,61.25,6,1,0,0,0,0,0,1,1,0,0,0,15,8
WAVKUB.Ru.xyz,Ru,62.29,6,1,0,0,0,0,0,1,1,0,0,0,15,8
WAVLAI.Ru.xyz,Ru,65.03,6,1,1,0,0,0,0,0,1,0,0,0,0,8
WAVLOW.Ru.xyz,Ru,64.9,6,1,0,1,0,0,0,0,1,0,0,0,6,8
WAVMAJ.Ru.xyz,Ru,66.42,6,1,0,0,0,0,0,0,1,0,1,0,35,8
WAVWEY.Fe.xyz,Fe,55.99,8,1,0,1,0,0,0,0,1,0,0,0,0,8
WAWFUV.W.xyz,W,56.71,6,1,0,1,0,1,0,0,0,0,0,0,0,6
WAWMAK.Ru.xyz,Ru,62.86,7,1,0,1,0,1,0,0,1,0,0,0,0,8
WAWMEO.Ru.xyz,Ru,58.77,6,1,0,1,0,1,0,0,1,0,0,0,6,8
WAXGUB.Co.xyz,Co,47.05,5,1,0,1,1,0,0,0,1,0,0,0,7,9
WAXHAI.Co.xyz,Co,48.35,5,1,0,1,0,0,0,0,1,0,0,0,6,9
WAXHIM.Ru.xyz,Ru,65.74,6,2,0,0,0,0,0,0,1,0,0,0,15,8
WAXHOS.Ru.xyz,Ru,64.97,6,2,0,0,0,0,0,0,1,0,0,0,15,8
WAYCIK.Fe.xyz,Fe,44.18,5,1,0,1,1,0,0,0,0,0,0,0,0,8
WECDIR.Pt.xyz,Pt,73.15,4,1,0,1,0,0,0,0,1,0,0,0,6,10
WECNOH.Ir.xyz,Ir,75.29,7,1,0,1,0,1,0,0,1,0,0,1,0,9
WECQOK.Pt.xyz,Pt,66.3,4,1,0,0,0,0,0,0,1,0,0,0,15,10
WECRIF.Pt.xyz,Pt,62.26,4,1,0,0,0,0,0,0,1,1,0,0,16,10
WECRUR.Ru.xyz,Ru,58.18,5,1,0,0,1,0,0,0,1,0,1,0,0,8
WECRUR01.Ru.xyz,Ru,58.19,5,1,0,0,1,0,0,0,1,0,1,0,0,8
WEDMUN.Re.xyz,Re,54.93,6,1,0,1,1,0,0,0,1,0,1,0,7,7
WEDNAU.Re.xyz,Re,63.23,6,2,0,1,1,0,0,0,1,0,0,0,0,7
WEDPIE.Ir.xyz,Ir,74.04,6,3,0,0,0,0,0,0,1,0,0,0,0,9
WEFNUQ.Ir.xyz,Ir,63.72,9,1,0,1,0,0,0,0,0,0,0,1,0,9
WEGBEQ.Ru.xyz,Ru,53.86,5,1,0,1,0,0,0,0,1,0,0,1,0,8
WEGKEY.Re.xyz,Re,68.27,6,1,0,0,0,1,0,0,0,0,0,0,0,7
WEGKIC.Re.xyz,Re,62.78,7,1,0,0,1,1,0,0,0,0,0,0,0,7
WEGNAX.Os.xyz,Os,64.81,6,1,0,1,0,0,0,1,1,0,0,0,15,8
WEGNEB.Os.xyz,Os,61.16,6,1,0,1,0,0,0,1,1,0,0,0,15,8
WEHBIX.Ir.xyz,Ir,69.5,6,2,0,0,1,0,0,0,1,0,0,2,7,9
WEHBOD.Rh.xyz,Rh,62.24,6,2,0,0,1,0,0,0,1,0,0,1,7,9
