ID,Metal,BDE,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
DIVLAX.Ir.xyz,Ir,69.22,8,1,0,1,1,0,0,0,1,0,0,0,0,9
DIXREJ.Os.xyz,Os,60.51,7,1,0,1,0,0,0,0,1,0,0,0,0,8
DIXRIN.Os.xyz,Os,58.86,7,1,0,1,0,0,0,0,1,0,0,1,0,8
DIYTAG.Fe.xyz,Fe,50.98,5,1,0,1,0,0,0,0,1,0,0,0,0,8
DIZZUK.Zr.xyz,Zr,58.14,12,1,0,1,0,0,0,0,0,0,1,0,0,4
DMHERU.Ru.xyz,Ru,52.4,8,1,0,1,1,0,0,0,0,0,0,1,7,8
DMPTAH.Ta.xyz,Ta,59.7,7,1,0,0,0,0,0,0,1,0,0,0,0,5
DNTPIR.Ir.xyz,Ir,69.08,5,3,0,0,0,0,0,0,1,0,0,0,0,9
DOBCII.Fe.xyz,Fe,45.06,6,1,0,1,0,0,0,0,1,0,0,0,15,8
DOBLAH.Rh.xyz,Rh,63.47,6,2,0,0,0,0,0,0,1,0,1,1,17,9
DOBNIR.Co.xyz,Co,46.61,5,1,0,0,0,0,0,0,1,0,0,0,15,9
DOBNIS.Os.xyz,Os,56.98,6,2,0,0,0,1,0,0,1,0,0,0,0,8
DOBNOY.Os.xyz,Os,70.12,7,2,0,1,0,1,0,0,1,0,0,1,0,8
DOBNUE.Os.xyz,Os,67.62,6,1,0,1,0,1,0,0,1,0,0,0,0,8
DODYUT.Rh.xyz,Rh,65.97,5,1,0,0,0,0,0,1,1,0,0,-1,14,9
DOFDIN.Rh.xyz,Rh,61.96,6,1,0,1,1,0,0,0,1,0,0,0,7,9
DOFDOT.Rh.xyz,Rh,61.51,6,1,0,1,1,0,0,0,1,0,0,0,7,9
DOFDUZ.Rh.xyz,Rh,61.46,6,1,0,1,1,0,0,0,1,0,0,0,7,9
DOFFEL.Rh.xyz,Rh,61.39,6,1,0,1,1,0,0,0,1,0,0,0,7,9
DOFFIP.Rh.xyz,Rh,61.12,6,1,0,1,1,0,0,0,1,0,0,0,7,9
DOFHAJ.Rh.xyz,Rh,58.26,6,1,0,0,1,0,0,0,1,0,1,0,7,9
DOFVIF.Rh.xyz,Rh,62.06,6,2,0,0,1,0,0,0,1,0,0,0,7,9
DOGDEI.V.xyz,V,56.26,11,1,0,1,0,0,0,0,0,0,0,0,0,5
DOJHUI.Mn.xyz,Mn,55.3,6,1,0,1,0,0,0,0,1,0,0,0,6,7
DOJHUI.Tc.xyz,Tc,61.06,6,1,0,1,0,0,0,0,1,0,0,0,6,7
DOKTEC.Mo.xyz,Mo,56.97,9,1,0,1,0,0,0,0,0,0,0,0,0,6
DOMHOC.Ir.xyz,Ir,70.51,6,1,0,1,0,0,0,0,1,0,1,0,15,9
DOMQUR.Ru.xyz,Ru,63.63,6,1,0,0,1,0,0,1,1,0,0,0,15,8
DOMRON.Ir.xyz,Ir,64.83,9,3,0,1,0,0,0,0,0,0,0,0,0,9
DONLUP.Ir.xyz,Ir,69.81,6,1,0,1,0,0,0,0,1,0,0,0,6,9
DONMUQ.Pt.xyz,Pt,63.84,4,1,0,1,0,0,0,0,1,0,0,1,15,10
DONWUB.Ir.xyz,Ir,77.92,6,3,0,0,1,0,0,0,1,0,0,0,7,9
DONXAI.Ir.xyz,Ir,69.42,5,2,0,0,1,0,0,0,1,0,0,0,0,9
DOPDET.Ru.xyz,Ru,65.25,6,1,0,1,1,1,0,0,1,0,0,0,0,8
DOPDIX.Ru.xyz,Ru,64.87,6,1,0,1,1,1,0,0,1,0,0,0,8,8
DOPDOD.Ru.xyz,Ru,64.8,6,1,0,1,1,1,0,0,1,0,0,0,8,8
DOPDUJ.Ru.xyz,Ru,64.15,6,1,0,1,1,1,0,0,1,0,0,0,0,8
DOPWAG.Ir.xyz,Ir,66.61,8,1,0,1,0,0,0,0,1,0,0,0,0,9
DOQBEQ.Ru.xyz,Ru,64.83,8,1,0,1,1,0,0,0,1,0,0,0,0,8
DOQMIF.W.xyz,W,56.39,13,3,0,1,0,0,0,0,0,0,0,0,0,6
DOQRIL.Ru.xyz,Ru,64.13,6,1,0,0,1,0,0,0,1,0,0,0,7,8
DORBOD.Ru.xyz,Ru,63.74,6,1,0,1,1,1,0,0,1,0,0,0,0,8
DOSHUR.Ni.xyz,Ni,51.23,4,1,0,0,1,0,0,0,1,0,0,1,7,10
DOSJAZ.Ni.xyz,Ni,50.93,4,1,0,0,1,0,0,0,1,0,0,1,7,10
DOSJED.Ni.xyz,Ni,50.8,4,1,0,0,1,0,0,0,1,0,0,1,7,10
DOSJIH.Ni.xyz,Ni,52.62,4,1,0,0,1,0,0,0,1,0,0,1,7,10
DOSJON.Ni.xyz,Ni,51.17,4,1,0,0,1,0,0,0,1,0,0,1,7,10
DOSRUY.Rh.xyz,Rh,59.61,4,1,0,0,0,0,0,0,1,0,0,0,15,9
DOTZOC.W.xyz,W,55.39,8,2,0,0,0,0,0,0,1,1,0,0,0,6
DOTZUI.W.xyz,W,52.58,8,2,0,0,0,0,0,0,1,1,0,0,0,6
DOVBAS.W.xyz,W,56.84,8,2,0,0,0,0,0,0,1,1,0,0,0,6
DOWHIG.Rh.xyz,Rh,66.35,4,1,0,1,0,0,0,0,1,0,0,0,6,9
DOXGAY.Fe.xyz,Fe,56.31,6,1,0,1,0,0,0,0,1,0,0,1,6,8
DOXVUI.Ru.xyz,Ru,68.5,6,1,0,0,0,1,0,0,1,0,0,1,8,8
DOZBID.Cr.xyz,Cr,32.76,7,1,0,1,0,0,0,0,1,0,0,1,0,6
DOZJIM.Pt.xyz,Pt,68.58,5,2,0,0,1,0,0,1,0,0,0,0,7,10
DPEHIR.Ir.xyz,Ir,63.2,5,1,0,0,0,0,0,0,1,0,0,0,0,9
DPMHPT.Pt.xyz,Pt,61.66,4,1,0,0,0,0,0,0,1,0,0,0,0,10
DPPERE.Re.xyz,Re,70.33,5,1,0,0,0,0,0,0,1,0,0,0,0,7
DUBSIC.Mo.xyz,Mo,42.76,7,1,0,0,0,0,0,0,1,0,1,1,0,6
DUCDEK.Ru.xyz,Ru,64.39,6,1,0,1,1,0,0,0,1,0,0,1,7,8
DUCRUR.Rh.xyz,Rh,61.64,6,1,0,0,1,0,0,0,1,0,0,1,7,9
DUCVAA.Ru.xyz,Ru,63.14,6,1,0,1,1,0,0,0,1,0,1,0,17,8
DUDKIX.Rh.xyz,Rh,63.32,4,1,0,0,0,0,0,0,1,0,0,0,15,9
DUGKIZ.Re.xyz,Re,69.44,9,1,0,1,0,0,0,0,1,0,0,0,0,7
DUGPEB.Fe.xyz,Fe,47.17,6,1,0,1,0,0,0,0,1,0,0,-1,6,8
DUGPIF.Fe.xyz,Fe,50.23,6,1,0,1,1,0,0,0,0,0,0,-2,6,8
DUJNUR.Mo.xyz,Mo,60.54,12,1,0,1,0,0,0,1,0,0,0,0,0,6
DUJPAZ.Mo.xyz,Mo,61.2,11,1,0,1,0,0,0,0,0,0,0,0,0,6
DUKPII.Ru.xyz,Ru,63.73,6,1,0,0,0,0,0,0,1,0,1,0,15,8
DUMCOF.Ru.xyz,Ru,64.42,6,2,0,1,0,0,0,0,1,0,0,0,1,8
DUMDAS.Ru.xyz,Ru,58.08,5,1,0,1,0,0,0,0,1,0,0,0,0,8
DUMDEW.Ru.xyz,Ru,60.57,6,2,0,1,0,0,0,0,1,0,0,0,1,8
DUMDIA.Ru.xyz,Ru,58.64,5,1,0,1,0,0,0,0,1,0,0,1,0,8
DUMLOM.Mo.xyz,Mo,60.55,11,1,0,1,0,0,0,0,0,0,0,0,0,6
DUNGOI.Ir.xyz,Ir,66.06,7,1,0,1,0,0,0,0,1,0,0,0,0,9
DUPSEM.Ir.xyz,Ir,68.83,6,1,0,0,0,1,0,0,1,0,0,1,15,9
DUPSEM01.Ir.xyz,Ir,69.81,6,1,0,0,0,1,0,0,1,0,0,1,15,9
DUPSIQ.Ir.xyz,Ir,69.68,6,1,0,0,0,1,0,0,1,0,0,1,15,9
DUPSOW.Ir.xyz,Ir,69.02,6,1,0,0,0,0,0,0,1,1,0,1,15,9
DURBAW.Ru.xyz,Ru,58.39,6,1,0,1,0,0,0,0,1,0,0,0,6,8
DURBEA.Ru.xyz,Ru,57.19,6,1,0,1,0,0,0,0,1,0,0,0,6,8
DURSIS.Ru.xyz,Ru,65.75,6,1,0,0,0,0,0,0,1,0,1,0,17,8
DURSOZ.Co.xyz,Co,46.88,5,1,0,0,0,0,0,0,1,1,0,0,16,9
DURVAN.Ir.xyz,Ir,71.15,6,2,0,0,0,0,0,0,1,0,0,1,15,9
DURVAN10.Ir.xyz,Ir,71.14,6,2,0,0,0,0,0,0,1,0,0,1,15,9
DUSHEE.Os.xyz,Os,61.07,5,1,0,0,0,0,0,0,1,0,0,0,15,8
DUTMAG10.Re.xyz,Re,64.75,9,8,0,0,0,0,0,0,1,0,0,-1,0,7
DUTWIY10.Pt.xyz,Pt,61.74,4,1,0,0,0,0,0,1,1,0,0,0,50,10
DUTWOE10.Pt.xyz,Pt,61.02,4,1,0,0,0,0,0,1,1,0,0,0,50,10
DUVTOD.Zr.xyz,Zr,49.51,14,1,0,1,0,0,0,0,0,0,0,0,0,4
DUVWUM.Pt.xyz,Pt,69.39,4,1,0,0,0,0,0,0,1,1,0,1,16,10
DUWGOU.Ir.xyz,Ir,70.61,6,2,1,0,0,1,0,0,1,0,0,0,1,9
DUWYAV.Pt.xyz,Pt,71.26,4,1,0,1,0,0,0,0,1,0,0,0,6,10
DUXQUK.Ir.xyz,Ir,72.37,6,1,0,1,1,0,0,0,1,0,0,1,7,9
DUXRAR.Ir.xyz,Ir,73.65,6,1,0,1,1,1,0,0,1,0,0,1,7,9
DUYTAU.Os.xyz,Os,65.05,7,2,0,1,1,0,0,0,1,0,0,0,0,8
DUYTEY.Os.xyz,Os,65.23,7,2,0,1,1,0,0,0,1,0,0,0,0,8
DUYTIC.Os.xyz,Os,65.05,7,2,0,1,1,0,0,0,1,0,0,1,0,8
DUZHIS.Fe.xyz,Fe,50.84,6,2,0,1,0,0,0,0,0,0,0,0,0,8
DUZHOY.Fe.xyz,Fe,49.06,6,1,0,1,0,0,0,1,0,0,0,0,6,8
DUZHUE.Fe.xyz,Fe,50.94,6,1,0,1,0,0,0,1,0,0,0,0,6,8
EABHCP.Pt.xyz,Pt,55.84,6,2,0,1,0,0,0,0,0,0,1,0,1,10
EAREHD.Re.xyz,Re,68.2,5,1,0,1,0,0,0,0,0,0,0,0,0,7
EBOTAQ.Pt.xyz,Pt,81.16,4,1,0,0,1,0,0,1,0,0,0,0,7,10
EBUDAG.Rh.xyz,Rh,65.62,5,1,1,0,0,0,0,0,1,0,1,0,17,9
EBUDAG02.Rh.xyz,Rh,65.62,5,1,1,0,0,0,0,0,1,0,1,0,17,9
EBUGEQ.Ru.xyz,Ru,57.69,9,1,0,1,1,0,0,0,0,0,0,0,0,8
EBUJUG.Re.xyz,Re,50.6,7,1,0,0,0,0,0,0,1,1,0,0,0,7
EBUKUK.Au.xyz,Au,66.33,4,1,0,1,1,0,0,0,0,0,0,1,7,11
EBUNEX.Ir.xyz,Ir,73.72,6,2,0,1,1,0,0,0,0,0,1,0,7,9
EBUVIH.Ir.xyz,Ir,74.55,6,2,0,1,1,0,0,0,1,0,0,1,7,9
ECEPIM.Pt.xyz,Pt,60.01,5,1,0,1,0,0,0,0,1,0,0,0,15,10
ECIPIQ.Os.xyz,Os,71.38,9,1,0,1,0,0,0,0,1,0,0,0,0,8
ECIPOW.Os.xyz,Os,65,10,1,0,1,0,0,0,0,1,0,0,1,0,8
ECIYOH.Ag.xyz,Ag,62.84,3,1,0,0,0,0,0,0,1,0,0,0,0,11
ECIYOH.Cu.xyz,Cu,71.43,3,1,0,0,0,0,0,0,1,0,0,0,0,11
ECOFEH.W.xyz,W,54.91,4,1,0,0,1,0,0,0,0,0,0,1,0,6
ECUKAP.Ru.xyz,Ru,66.03,5,1,0,0,1,0,0,0,1,0,0,0,0,8
ECUNOF.Zr.xyz,Zr,61.72,12,2,0,1,0,0,0,0,0,0,0,0,0,4
ECUNUL.Zr.xyz,Zr,60.6,12,1,0,1,0,0,1,0,0,0,0,0,0,4
ECUPEX.Zr.xyz,Zr,58.97,12,1,0,1,0,0,0,0,0,0,0,0,0,4
EDACUK.Ru.xyz,Ru,60.51,5,1,0,1,0,0,0,0,1,0,1,0,0,8
EDADAR.Ru.xyz,Ru,58.74,5,1,0,1,0,0,0,0,1,0,1,0,0,8
EDAGAS.Os.xyz,Os,63.37,9,2,1,1,0,0,0,0,1,0,0,0,0,8
EDIVUI.Pt.xyz,Pt,69.09,4,1,0,0,0,0,0,0,1,0,0,0,0,10
EDUFAM.Ru.xyz,Ru,68.26,6,1,0,1,1,0,0,0,1,0,0,0,0,8
EFAGOI.Rh.xyz,Rh,62.83,6,2,0,0,0,0,0,0,1,0,1,0,17,9
EFAGUO.Rh.xyz,Rh,63.24,6,2,0,0,0,0,0,0,1,0,1,0,17,9
EFELOS.Pt.xyz,Pt,71.9,4,1,0,0,1,0,0,0,1,0,0,1,0,10
EFERAL.Rh.xyz,Rh,61.4,8,1,0,1,0,0,0,0,1,0,0,0,0,9
EFIDAA.Rh.xyz,Rh,62.98,6,2,0,0,1,0,0,0,1,0,0,0,7,9
EFIDEE.Rh.xyz,Rh,61.62,6,2,0,0,1,0,0,0,1,0,0,1,7,9
EFIDII.Rh.xyz,Rh,61.67,6,2,0,0,1,0,0,0,1,0,0,1,7,9
EFIDOO.Ru.xyz,Ru,54.05,6,1,0,1,0,0,0,0,1,0,1,0,15,8
EFOCEH.Rh.xyz,Rh,60.25,6,1,0,0,0,0,0,1,1,0,1,0,15,9
EGATOY.Co.xyz,Co,53.77,4,1,0,0,1,0,0,0,1,0,0,0,7,9
EGEJUX.Fe.xyz,Fe,54.86,6,1,0,1,1,0,0,0,1,0,0,0,7,8
EGEKAE.Fe.xyz,Fe,55.05,6,1,0,1,1,0,0,0,1,0,0,0,7,8
EGESUE.Os.xyz,Os,67.71,6,1,0,1,1,1,0,0,1,0,0,1,0,8
EGETAL.Os.xyz,Os,70.16,6,1,0,1,1,1,0,0,1,0,0,0,0,8
EGETEP.Os.xyz,Os,66.63,6,1,0,1,1,0,1,0,1,0,0,1,0,8
EGUKUN.Ir.xyz,Ir,68.73,6,1,0,1,0,0,0,0,1,0,1,0,17,9
EHADEY.Ni.xyz,Ni,39.93,5,1,0,0,0,0,0,0,1,0,0,1,0,10
EHAKEE.Pt.xyz,Pt,61.08,5,2,0,1,0,0,0,0,1,0,0,0,1,10
EHALAB.Mo.xyz,Mo,47.29,6,1,0,1,1,0,0,0,0,0,0,0,0,6
EHAMIK.W.xyz,W,61.71,10,2,0,1,0,0,0,0,0,0,0,0,0,6
EHEDAY.Ir.xyz,Ir,18.74,6,1,0,0,1,0,0,0,1,0,0,0,7,9
EHEDEC.Ir.xyz,Ir,23.76,6,1,0,0,1,0,0,0,1,0,0,0,7,9
EHETIW.Fe.xyz,Fe,52.79,7,2,1,1,1,0,0,0,1,0,0,0,1,8
EHIGAE.Mn.xyz,Mn,49.2,5,1,0,1,0,0,0,0,0,0,0,0,6,7
EHIZUS.Pt.xyz,Pt,67.2,4,1,0,0,0,0,0,0,1,0,0,0,0,10
EHUBEP.Rh.xyz,Rh,59.48,6,3,0,0,1,0,0,0,1,0,0,0,7,9
EHUTAD.Ir.xyz,Ir,67.93,6,1,1,1,0,0,0,0,1,1,0,0,16,9
EHUTOR.Os.xyz,Os,63.34,9,4,0,1,0,0,0,0,0,0,0,1,0,8
EHUXUC.Pd.xyz,Pd,58.09,5,1,0,1,0,0,0,0,1,0,0,1,0,10
EJENUD.Pt.xyz,Pt,67.57,4,1,0,0,0,0,0,0,1,0,0,0,15,10
EJEWUN.Ir.xyz,Ir,67.36,9,1,0,1,1,0,0,1,0,0,0,0,0,9
EJEXAU.Ir.xyz,Ir,68.68,9,1,0,1,1,0,0,1,0,0,0,0,0,9
EJOFOZ.Ir.xyz,Ir,71.43,5,1,0,0,1,0,0,1,1,0,0,0,0,9
EJOFUF.Rh.xyz,Rh,65.2,5,1,0,0,1,0,0,1,1,0,0,0,0,9
EJOKIX.Ru.xyz,Ru,60.96,7,1,0,0,0,0,0,0,1,1,0,0,16,8
EJOKUJ.Ru.xyz,Ru,57.4,5,1,0,0,0,0,0,0,1,1,0,0,0,8
EJOLAQ.Ru.xyz,Ru,59.76,5,1,0,0,0,0,0,0,1,1,0,0,0,8
EJOLEU.Ru.xyz,Ru,56.39,5,1,0,0,0,0,0,0,1,1,0,1,0,8
EJOMAR.Rh.xyz,Rh,61.95,6,1,0,1,0,0,0,0,1,0,1,0,17,9
EJOPEY.Rh.xyz,Rh,63.65,6,2,0,0,0,0,0,1,1,0,0,0,15,9
EJUCOC.Nb.xyz,Nb,57.9,12,1,0,1,0,0,0,0,0,0,0,0,0,5
EJUDIX.Ru.xyz,Ru,51.48,6,1,0,1,0,0,1,0,1,0,0,0,15,8
EJUDOD.Ru.xyz,Ru,62.69,6,2,0,1,0,0,0,0,1,0,0,0,0,8
EJUDUJ.Ru.xyz,Ru,62.55,6,1,0,1,0,0,1,0,1,0,0,0,0,8
EJUJUQ.Ru.xyz,Ru,67.11,6,1,0,0,1,0,0,0,1,0,0,0,7,8
EKEVOG.Ru.xyz,Ru,62.17,6,1,0,1,0,0,0,0,1,1,0,0,16,8
EKIKOY.Ir.xyz,Ir,67.91,6,1,0,1,0,1,0,0,1,0,1,0,17,9
ELENAM.Os.xyz,Os,72.18,6,1,0,1,1,0,0,0,1,0,0,0,0,8
ELOPIF.Ru.xyz,Ru,59.6,5,1,0,1,1,0,0,0,0,0,1,0,0,8
ELOVIK.Os.xyz,Os,73.13,6,1,0,1,1,0,0,0,0,0,0,1,0,8
ELOZEM.Ir.xyz,Ir,74.34,6,1,0,1,1,0,0,0,0,0,0,0,0,9
ELUBUI.Mo.xyz,Mo,54.71,6,2,0,0,1,0,0,0,1,0,0,0,0,6
EMAQUF.Ru.xyz,Ru,63.13,6,1,0,1,1,0,0,0,1,0,1,0,17,8
EMARAM.Ru.xyz,Ru,64.28,6,1,0,1,1,0,0,0,1,0,1,0,17,8
EMEDOP.Os.xyz,Os,60.65,9,1,1,1,0,0,0,0,1,0,0,0,0,8
EMIJOC.Os.xyz,Os,74.47,6,1,0,1,0,1,0,0,1,0,0,0,0,8
EMILAQ.Os.xyz,Os,73.74,6,1,0,1,0,1,0,0,1,0,0,0,0,8
EMOLIB.Zr.xyz,Zr,58,12,1,0,1,0,0,0,0,0,0,0,0,0,4
EMOLOH.Zr.xyz,Zr,58.35,12,1,0,1,0,0,0,0,0,0,0,0,0,4
EMUGOJ.Ru.xyz,Ru,61.73,7,1,0,1,0,0,0,0,1,0,0,1,0,8
EMULUT.Fe.xyz,Fe,54.67,6,1,0,1,0,0,0,0,1,0,0,0,6,8
ENACEB.Ru.xyz,Ru,54.96,9,1,0,1,1,0,0,0,0,0,0,1,0,8
ENEDOQ.Ru.xyz,Ru,54.65,6,2,0,0,0,1,0,0,1,1,0,0,0,8
EPAKIR.Fe.xyz,Fe,55.84,8,1,0,1,0,0,0,0,1,0,0,0,0,8
EPAKUD.Fe.xyz,Fe,55.43,8,1,0,1,0,0,0,0,1,0,0,0,0,8
EPALAK.Fe.xyz,Fe,51.58,8,1,0,1,0,0,0,0,1,0,0,0,0,8
EPALEO.Fe.xyz,Fe,52.32,8,1,0,1,0,0,0,0,1,0,0,0,0,8
EPOBES.Ir.xyz,Ir,68.23,7,4,1,1,0,0,0,0,0,0,0,1,1,9
EPUPIP.Ru.xyz,Ru,59.45,9,1,0,1,1,0,0,0,0,0,0,1,0,8
EQEYUX.Ni.xyz,Ni,51.19,7,1,0,1,0,0,0,0,1,0,0,0,0,10
EQEZAE.Ni.xyz,Ni,50.86,7,1,0,1,0,0,0,0,1,0,0,0,0,10
EQOCEU.Ir.xyz,Ir,71.85,9,3,0,1,0,0,0,0,0,0,0,0,0,9
EQOFUN.Ir.xyz,Ir,71.02,9,3,0,1,0,0,0,0,0,0,0,0,0,9
EQOGAU.Ir.xyz,Ir,70.94,9,3,0,1,0,0,0,0,0,0,0,0,0,9
EQOGEY.Ir.xyz,Ir,71.84,9,3,0,1,0,0,0,0,0,0,0,0,0,9
EQOGOI.Ir.xyz,Ir,73.95,9,3,0,1,0,0,0,0,0,0,0,0,0,9
EQOHAV.Ir.xyz,Ir,70.91,9,3,0,1,0,0,0,0,0,0,0,0,0,9
EQOHOJ.Ir.xyz,Ir,70.77,9,3,0,1,0,0,0,0,0,0,0,0,0,9
EQOJAX.Ir.xyz,Ir,81.13,8,2,0,1,0,0,0,0,0,0,0,0,0,9
EQOWUD.Ir.xyz,Ir,72.48,7,4,0,1,0,0,0,0,1,0,0,0,0,9
ERAPIZ.Ru.xyz,Ru,64.61,8,1,0,1,0,0,0,0,0,0,0,0,0,8
EREJIU.Ru.xyz,Ru,62.82,6,1,0,1,0,0,0,0,1,0,0,0,0,8
EREJOA.Ru.xyz,Ru,59.27,6,3,0,1,0,0,0,0,1,0,0,0,1,8
EREKAN.Ru.xyz,Ru,61.24,9,1,0,1,0,0,0,0,1,0,0,0,0,8
EREKOE.Ta.xyz,Ta,58.78,13,2,0,1,0,0,0,1,0,0,0,0,0,5
ERELAO.Ir.xyz,Ir,69.17,9,2,1,1,0,0,0,1,0,0,0,0,0,9
ERELES.Ir.xyz,Ir,71.68,9,2,0,1,0,0,0,1,0,0,0,0,0,9
ERELIW.Ir.xyz,Ir,57.35,9,1,0,1,0,0,0,1,0,0,1,0,0,9
ERELOC.Re.xyz,Re,44.69,6,3,0,0,0,0,0,1,1,0,0,1,0,7
ERELUI.Re.xyz,Re,64.86,7,3,0,0,0,0,0,1,1,0,0,0,15,7
EREXUW.Ir.xyz,Ir,73.04,6,1,0,1,1,0,0,0,0,0,0,0,0,9
ERIJEU.Zr.xyz,Zr,60.8,13,1,0,1,1,0,0,0,0,0,0,0,0,4
ERIZOU.Ir.xyz,Ir,76.34,6,1,0,1,1,0,0,0,0,0,0,0,7,9
ESADIL.Ru.xyz,Ru,62.9,9,2,0,1,0,0,0,1,0,0,0,0,0,8
ESALEQ.Os.xyz,Os,66.89,7,3,0,1,1,0,0,0,1,0,0,0,0,8
ESALIU.Os.xyz,Os,61.16,7,2,0,1,1,0,0,0,1,0,0,0,0,8
ESALOA.Os.xyz,Os,62.41,7,2,0,1,1,0,0,0,1,0,0,0,0,8
ESALUG.Os.xyz,Os,66.37,7,2,0,1,1,0,0,0,1,0,0,0,0,8
ESAWIF.Ir.xyz,Ir,63.16,8,1,1,1,0,0,0,0,0,1,0,0,0,9
ESAWOL.Ir.xyz,Ir,67.34,6,1,1,1,0,0,0,0,0,1,0,0,16,9
ESAWUR.Ir.xyz,Ir,68.57,6,1,1,1,0,0,0,0,1,1,0,0,16,9
ESAXAY.Ir.xyz,Ir,69.42,6,1,1,1,0,0,0,0,1,1,0,0,16,9
ESAXEC.Ir.xyz,Ir,63.3,8,1,1,1,0,0,0,0,0,1,0,0,0,9
ESEHUG.Ru.xyz,Ru,58.45,5,1,0,1,0,0,1,0,1,0,0,0,0,8
ESEJAO.Ru.xyz,Ru,60.82,7,1,0,1,0,0,0,0,1,0,0,0,0,8
ESEJER.Os.xyz,Os,65.35,6,2,0,1,0,0,0,0,1,0,0,0,6,8
ESETOO.Os.xyz,Os,67.18,8,3,0,1,1,1,0,0,1,0,0,0,0,8
ESISII.Re.xyz,Re,63.91,6,1,0,1,1,0,0,0,1,0,0,0,0,7
ESISUU.Re.xyz,Re,55.95,6,1,0,1,1,0,0,0,1,0,0,0,0,7
ESOFAT.Ru.xyz,Ru,56.48,8,1,0,1,1,0,0,0,0,0,0,0,0,8
ESOTAH.Mo.xyz,Mo,53.29,7,1,0,1,0,0,0,1,1,0,0,0,0,6
ETALET.Zn.xyz,Zn,72.82,4,1,0,0,1,1,0,0,0,0,0,0,0,12
ETAPUK.Ru.xyz,Ru,62.17,7,1,0,1,0,0,0,1,0,0,0,0,0,8
ETOGUR.Pd.xyz,Pd,62.07,4,1,0,0,0,0,0,1,1,0,0,0,0,10
ETYNWB.W.xyz,W,59.73,6,1,0,0,0,1,0,0,1,0,0,0,0,6
EVAFIT.Zn.xyz,Zn,67.53,4,1,0,0,1,0,0,0,0,0,0,0,0,12
EVALOE.Ru.xyz,Ru,65.89,6,1,0,1,1,0,0,0,1,0,0,0,0,8
EVIXEO01.Mn.xyz,Mn,55.45,6,1,0,1,1,0,0,0,1,0,0,0,6,7
EVIXEO01.Tc.xyz,Tc,63.99,6,1,0,1,1,0,0,0,1,0,0,0,6,7
EVUYIE.Ir.xyz,Ir,78.66,6,2,0,0,1,1,0,0,1,0,0,0,8,9
EWARUQ.Mo.xyz,Mo,59.68,6,1,0,0,1,0,0,0,1,0,0,0,0,6
EWEDAL.Pt.xyz,Pt,69.07,4,1,0,0,0,0,0,0,1,0,0,0,15,10
EWEDIT.Pt.xyz,Pt,68.36,4,1,0,0,0,0,0,0,1,0,0,0,0,10
EWERON.Os.xyz,Os,63.82,8,3,0,1,0,1,0,0,1,0,0,0,6,8
EWIRAE.W.xyz,W,59.36,8,3,0,1,0,0,0,0,1,0,0,0,0,6
EWIRIM.W.xyz,W,55.11,8,1,0,1,0,0,0,0,1,1,0,0,0,6
EWIROS.W.xyz,W,58.45,8,3,0,0,0,0,0,0,1,1,0,0,0,6
EWIRUY.W.xyz,W,60.13,8,3,0,1,0,0,0,0,1,0,0,0,0,6
EWIZEP.W.xyz,W,55.51,10,1,0,1,0,0,0,1,1,0,1,1,0,6
EWIZIT.W.xyz,W,57.1,10,2,0,1,0,0,0,1,1,0,0,0,0,6
EWIZUF.W.xyz,W,50.2,10,1,0,1,0,0,0,0,1,0,1,0,0,6
EWOFUU.Tc.xyz,Tc,59.06,6,1,0,1,0,0,0,0,1,0,0,0,6,7
EWOQEN.Ni.xyz,Ni,41.61,4,1,0,0,0,0,0,0,1,0,1,0,17,10
EWOQUD.Ni.xyz,Ni,39.15,4,1,0,0,1,0,0,0,1,0,0,1,7,10
EWORAM.Tc.xyz,Tc,56.75,6,1,0,1,0,0,0,0,1,0,0,0,6,7
EWUBII.Ir.xyz,Ir,65.95,5,1,0,1,0,0,0,1,1,0,0,0,15,9
EWUBII.Rh.xyz,Rh,58.46,5,1,0,1,0,0,0,1,1,0,0,0,15,9
EWUBOO.Ir.xyz,Ir,65.67,5,1,0,1,0,0,0,1,1,0,0,0,15,9
EWUBOO.Rh.xyz,Rh,61.66,5,1,0,1,0,0,0,1,1,0,0,0,15,9
EWUCIJ.Ir.xyz,Ir,72.41,5,1,0,1,0,0,0,1,1,0,0,0,6,9
EWUPOB.Ru.xyz,Ru,60.08,10,1,0,1,0,0,0,0,1,0,0,1,0,8
EWUQOC.Ru.xyz,Ru,59.61,7,1,0,1,1,1,0,0,1,0,0,0,0,8
EWUQUI.Ru.xyz,Ru,66.27,7,1,0,1,1,0,0,0,1,0,0,0,0,8
EWUYON.Rh.xyz,Rh,65.12,5,1,0,0,0,0,0,1,1,0,1,0,0,9
EXAKUL02.Ir.xyz,Ir,75.97,6,2,0,1,1,0,0,0,1,0,1,0,7,9
EXAYUZ.Rh.xyz,Rh,58.37,6,1,0,0,1,0,0,0,1,0,1,0,7,9
EXEXUB.Ru.xyz,Ru,62.59,6,1,0,0,0,1,0,0,1,0,0,1,15,8
EXEYEM.Ru.xyz,Ru,59.93,6,2,0,1,0,0,0,0,1,0,1,0,0,8
EXULAK.Os.xyz,Os,65.94,9,1,0,1,0,0,0,0,1,0,0,0,0,8
EXULEO.Os.xyz,Os,66.73,8,4,0,0,0,0,0,1,1,0,0,0,0,8
